"Stars","Title","Entry ID","Entry Name","Date Added","Date Modified","PDB format version","Source Path","Source File","Source File Index","entry id backup","prepared","prepared with version","assigned bond orders","added hydrogens","treated metals","created disulfur","deleted far waters","ran protassign","ID","NAME","DEFINITION","STAR","SYNONYM","IUPAC_NAME","FORMULA","MASS","MONOISOTOPIC_MASS","CHARGE","SMILES","INCHI","INCHIKEY","CAS_REGISTRY_NUMBER","KEGG_COMPOUND_ACCESSION","KNAPSACK_ACCESSION","AGRICOLA_CITATION","PUBMED_CITATION","chiral flag","version","Chirality 1","Chirality 2","Chirality 3","ct enhanced stereo status","SECONDARY_ID","INN","REAXYS_REGISTRY_NUMBER","CHEMIDPLUS","DRUGBANK_ACCESSION","KEGG_DRUG_ACCESSION","PDBECHEM_ACCESSION","PUBMED_CITATION-1","Chirality 4","Chirality 5","Chirality 6","Chirality 7","Chirality 8","Chirality 9","Chirality 10","Chirality 11","Chirality 12","Chirality 13","Chirality 14","Chirality 15","Chirality 16","Chirality 17","BEILSTEIN_REGISTRY_NUMBER","HMDB_ACCESSION","NIST_CHEMISTRY_WEBBOOK","WIKIPEDIA_ACCESSION","LINCS_ACCESSION","METACYC_ACCESSION","BRAND_NAME","PESTICIDES_ACCESSION","AtomNumChirality 1","PUBMED_CENTRAL_CITATION","Potential Energy-OPLS 2005","RMS Derivative-OPLS 2005","Max Derivative-OPLS 2005","Stretch Energy-OPLS 2005","Bend Energy-OPLS 2005","LJ-14 Energy-OPLS 2005","El-14 Energy-OPLS 2005","Van der Waals Energy-OPLS 2005","Electrostatic Energy-OPLS 2005","Dihedral Energy-OPLS 2005","target temperature","ran impref","source file","source file index","mmshare version","flags","input","cmdline","tautomer probability","Ionization Penalty","Ionization Penalty Charging","Ionization Penalty Neutral","State Penalty","Charging Adjusted Penalty","Tot Q","Tot abs Q","EZ 1","EZ 2","Force Field","Energy","Chiralities Consistent","Variant","Job Name","Chemistry Notes","EZ 3","EZ 4","EZ 5","EZ 6","EZ 7","EZ 8","SiteScore","size","Dscore","volume","exposure","enclosure","contact","phobic","philic","balance","don/acc","residues","residues asl","grid version","gridbox xcent","gridbox ycent","gridbox zcent","gridbox xrange","gridbox yrange","gridbox zrange","gridbox ligxrange","gridbox ligyrange","gridbox ligzrange","receptor","glide gridfile","glide lignum","glide rotatable bonds","docking score","glide ligand efficiency","glide ligand efficiency sa","glide ligand efficiency ln","glide gscore","glide lipo","glide hbond","glide metal","glide rewards","glide evdw","glide ecoul","glide erotb","glide esite","glide emodel","glide energy","glide einternal","glide confnum","glide posenum","glide eff state penalty"
,"ChEBI_74113","335","ChEBI_74113.1","2017-12-06 13:39:21","2017-12-06 13:39:21","","/home/biotech03/Desktop/Schrodinger/organic heterobicyclic compound sdf","ChEBI_74113.sdf",1,"",,"",,,,,,,"CHEBI:74113","1-epi-tatridin B","A germacrane sesquiterpenoid found in Tanacetum vulgare, Anthemis altissima and Anthemis melanolepsis that is tatridin A in which the double bond at position 9-10 has migrated to position 10-14.",3,"tanachin; 1alpha-hydroxy-1-desoxotamirin","(3aS,4R,5E,9S,11aS)-4,9-dihydroxy-6-methyl-3,10-bis(methylene)-3a,4,7,8,9,10,11,11a-octahydrocyclodeca[b]furan-2(3H)-one","C15H20O4",264.317,264.136,0,"[H][C@]12CC(=C)[C@@H](O)CC\C(C)=C\[C@@H](O)[C@]1([H])C(=C)C(=O)O2","InChI=1S/C15H20O4/c1-8-4-5-11(16)9(2)7-13-14(12(17)6-8)10(3)15(18)19-13/h6,11-14,16-17H,2-5,7H2,1H3/b8-6+/t11-,12+,13-,14-/m0/s1","KNEQPJSDSYNUHP-YWKGGISCSA-N","","","","",,true,0,"7_R_10_3_8_24","15_S_17_12_14_34","1_S_2_3_6_20",2,"","",3555710,"","","","","","3_S_1_7_5_21","","","","","","","","","","","","","",,"","","","","","","","","",,,,,,,,,,,,,"Os03g0769800_ligprep_1.maegz",58,39016,0,"TzFDKD1PKUMoPVtDSDJdKVtDQEhdKFtDQEBIXTEyKVtDQEhdKFtPSF0pL1tDSF09QyhcW0NIM10pW0NIMl1bQ0gyXVtDQEhdKFtPSF0pQyhbQ0gyXTIpPVtDSDJd","J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc2LjUnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",1.000,0.0000,0.0000,0.0000,0.0000,0.000,0,0,"7_8_9_13_E","","OPLS_2005",22.555,true,"ChEBI_74113-1","Os03g0769800_ligprep_1","This compound has an ester and may undergo hydrolysis at high or low pH.","","","","","","",,,,,,,,,,,,"","",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,
,"ChEBI_77692","336","ChEBI_77692.1","2017-12-06 13:39:21","2017-12-06 13:39:21","","/home/biotech03/Desktop/Schrodinger/organic heterobicyclic compound sdf","ChEBI_77692.sdf",1,"",,"",,,,,,,"CHEBI:77692","peloruside A","A macrolide that is a novel secondary metabolite isolated from a New Zealand marine sponge, Mycale hentscheli.",3,"(-)-peloruside A","(1S,3S,4R,7R,9R,11R,13S,14S,15S)-4,11,13,14-tetrahydroxy-7-[(2Z,4S)-4-(hydroxymethyl)hex-2-en-2-yl]-3,9,15-trimethoxy-12,12-dimethyl-6,17-dioxabicyclo[11.3.1]heptadecan-5-one","C27H48O11",548.663,548.320,0,"CC[C@H](CO)\C=C(\C)[C@H]1C[C@@H](C[C@@H](O)C(C)(C)[C@]2(O)O[C@@H](C[C@H](OC)[C@@H]2O)C[C@H](OC)[C@@H](O)C(=O)O1)OC","InChI=1S/C27H48O11/c1-8-16(14-28)9-15(2)19-10-17(34-5)13-22(29)26(3,4)27(33)24(31)21(36-7)12-18(38-27)11-20(35-6)23(30)25(32)37-19/h9,16-24,28-31,33H,8,10-14H2,1-7H3/b15-9-/t16-,17-,18+,19+,20-,21-,22+,23+,24-,27+/m0/s1","NETARJWZTMGMRM-JRTPPQMASA-N","","","","",,false,0,"3_S_1_37_4_9","4_S_36_3_5_39","5_S_2_4_7_40",2,"","",14282578,"","","","","12067973; 20107863; 20862516; 21926482; 22180309; 22326528; 22584948; 22594877; 24056987; 24060965; 24156744; 24245693; 24470331","6_S_1_15_7_41","10_R_12_9_11_47","16_S_17_18_15_59","18_R_21_19_16_60","24_R_25_26_11_65","30_R_22_29_26_72","31_S_32_28_34_73","","","","","","","",,"","","","","","","","","",,,,,,,,,,,,,"Os03g0769800_ligprep_1.maegz",59,39016,0,"W0NIM11PW0NASF0oW0NAQEhdMVtPSF0pW0NIMl1bQ0BIXShPW0NAXTEyW09IXSlbQ0gyXVtDQEhdKE9bQ0gzXSlbQ0BASF0oW09IXSlDKD1PKU9bQ0BASF0oL0MoW0NIM10pPVtDSF1cW0NAQEhdKFtDSDJdW09IXSlbQ0gyXVtDSDNdKVtDSDJdW0NASF0oT1tDSDNdKVtDSDJdW0NAQEhdKFtPSF0pQzIoW0NIM10pW0NIM10=","J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc2LjUnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",1.000,0.0004,0.0000,0.0004,0.0000,0.000,0,0,"31_28_29_30_Z","","OPLS_2005",74.557,true,"ChEBI_77692-1","Os03g0769800_ligprep_1","This compound has an ester and may undergo hydrolysis at high or low pH.","","","","","","",,,,,,,,,,,,"","",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,
,"ChEBI_79482","337","ChEBI_79482.1","2017-12-06 13:39:21","2017-12-06 13:39:21","","/home/biotech03/Desktop/Schrodinger/organic heterobicyclic compound sdf","ChEBI_79482.sdf",1,"",,"",,,,,,,"CHEBI:79482","17a-Aza-D-homoandrost-5-en-3beta-ol","",2,"","","C19H31NO",289.455,289.241,0,"C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@]34C)[C@@H]1CCCN2","InChI=1S/C19H31NO/c1-18-9-7-14(21)12-13(18)5-6-15-16(18)8-10-19(2)17(15)4-3-11-20-19/h5,14-17,20-21H,3-4,6-12H2,1-2H3/t14-,15+,16-,17-,18-,19-/m0/s1","GWLZIXUQGCRFNW-QSMSVPEVSA-N","","C14958","","",,true,0,"1_R_3_2_4_20","2_S_5_1_6_21","3_S_7_1_23_22",2,"","",,"","","","","","5_R_10_2_11_12","7_S_14_3_13_15","19_S_24_17_18_49","","","","","","","","","","","",,"","","","","","","","","",,,,,,,,,,,,,"Os03g0769800_ligprep_1.maegz",60,39016,0,"W0NIMl0xW0NIMl1bQ0gyXVtOSF1bQ0BAXShbQ0gzXSkoW0NIMl1bQ0gyXTIpW0NAQEhdMVtDQEBIXShbQ0BIXTJbQ0BdMzRbQ0gzXSlbQ0gyXVtDSF09QzNbQ0gyXVtDQEBIXShbT0hdKVtDSDJdW0NIMl00","J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc2LjUnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",1.000,0.0000,0.0000,0.0000,0.0000,0.000,1,1,"4_9_10_5_Z","","OPLS_2005",42.658,true,"ChEBI_79482-1","Os03g0769800_ligprep_1","","","","","","","",,,,,,,,,,,,"","",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,
,"ChEBI_80858","338","ChEBI_80858.1","2017-12-06 13:39:21","2017-12-06 13:39:21","","/home/biotech03/Desktop/Schrodinger/organic heterobicyclic compound sdf","ChEBI_80858.sdf",1,"",,"",,,,,,,"CHEBI:80858","Mycalamide B","",2,"","","C25H43NO10",517.610,517.289,0,"CO[C@H](CO)CC1O[C@@H]2[C@@H](NC(=O)[C@@H](O)[C@]3(CC(=C)[C@@H](C)[C@@H](C)O3)OC)OCO[C@@H]2[C@@H](OC)C1(C)C","InChI=1S/C25H43NO10/c1-13-10-25(32-8,36-15(3)14(13)2)20(28)22(29)26-23-19-18(33-12-34-23)21(31-7)24(4,5)17(35-19)9-16(11-27)30-6/h14-21,23,27-28H,1,9-12H2,2-8H3,(H,26,29)/t14-,15-,16+,17?,18+,19+,20-,21-,23+,25-/m1/s1","AAABMNXUOFPYQK-WMBKCNCTSA-N","124512-46-5","C17009","","",,true,0,"10_S_18_9_22_45","6_R_5_1_12_42","1_R_6_2_13_39",2,"","",,"","","","","","4_R_5_15_7_3","7_S_17_8_4_43","23_S_33_21_24_60","21_R_20_22_23_34","28_S_35_29_27_64","22_S_26_10_21_37","25_R_26_24_27_61","","","","","","","",,"","","","","","","","","",,,,,,,,,,,,,"Os03g0769800_ligprep_1.maegz",61,39016,0,"TzFbQ0BIXShbQ0gzXSlbQ0BIXShbQ0gzXSlDKD1bQ0gyXSlbQ0gyXVtDQF0xKE9bQ0gzXSlbQ0BIXShbT0hdKUMoPU8pW05IXVtDQEBIXShPW0NIMl1PMilbQ0BIXShbQ0BIXTIzKU9bQ0BASF0oQyhbQ0gzXSkoW0NIM10pW0NAQEhdM09bQ0gzXSlbQ0gyXVtDQEBIXShbQ0gyXVtPSF0pT1tDSDNd","J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc2LjUnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",1.000,0.0002,0.0000,0.0002,0.0000,0.000,0,0,"","","OPLS_2005",27.936,true,"ChEBI_80858-1","Os03g0769800_ligprep_1","This compound contains an acetal/aminal-like group ( X-CH(R)-Y where X, Y are N, S, or O) that may be acid/base labile, releasing an aldehyde.","","","","","","",,,,,,,,,,,,"","",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,
,"ChEBI_80858","339","ChEBI_80858.1","2017-12-06 13:39:21","2017-12-06 13:39:21","","/home/biotech03/Desktop/Schrodinger/organic heterobicyclic compound sdf","ChEBI_80858.sdf",1,"",,"",,,,,,,"CHEBI:80858","Mycalamide B","",2,"","","C25H43NO10",517.610,517.289,0,"CO[C@H](CO)CC1O[C@@H]2[C@@H](NC(=O)[C@@H](O)[C@]3(CC(=C)[C@@H](C)[C@@H](C)O3)OC)OCO[C@@H]2[C@@H](OC)C1(C)C","InChI=1S/C25H43NO10/c1-13-10-25(32-8,36-15(3)14(13)2)20(28)22(29)26-23-19-18(33-12-34-23)21(31-7)24(4,5)17(35-19)9-16(11-27)30-6/h14-21,23,27-28H,1,9-12H2,2-8H3,(H,26,29)/t14-,15-,16+,17?,18+,19+,20-,21-,23+,25-/m1/s1","AAABMNXUOFPYQK-WMBKCNCTSA-N","124512-46-5","C17009","","",,true,0,"10_S_18_9_22_45","6_R_5_1_12_42","1_R_6_2_13_39",2,"","",,"","","","","","4_R_5_15_7_3","7_S_17_8_4_43","23_S_33_21_24_60","21_R_20_22_23_34","28_S_35_29_27_64","22_S_26_10_21_37","25_S_26_24_27_61","","","","","","","",,"","","","","","","","","",,,,,,,,,,,,,"Os03g0769800_ligprep_1.maegz",61,39016,0,"TzFbQ0BIXShbQ0gzXSlbQ0BIXShbQ0gzXSlDKD1bQ0gyXSlbQ0gyXVtDQF0xKE9bQ0gzXSlbQ0BIXShbT0hdKUMoPU8pW05IXVtDQEBIXShPW0NIMl1PMilbQ0BIXShbQ0BIXTIzKU9bQ0BIXShDKFtDSDNdKShbQ0gzXSlbQ0BASF0zT1tDSDNdKVtDSDJdW0NAQEhdKFtDSDJdW09IXSlPW0NIM10=","J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc2LjUnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",1.000,0.0002,0.0000,0.0002,0.0000,0.000,0,0,"","","OPLS_2005",26.032,true,"ChEBI_80858-2","Os03g0769800_ligprep_1","This compound contains an acetal/aminal-like group ( X-CH(R)-Y where X, Y are N, S, or O) that may be acid/base labile, releasing an aldehyde.","","","","","","",,,,,,,,,,,,"","",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,
,"ChEBI_81233","340","ChEBI_81233.1","2017-12-06 13:39:21","2017-12-06 13:39:21","","/home/biotech03/Desktop/Schrodinger/organic heterobicyclic compound sdf","ChEBI_81233.sdf",1,"",,"",,,,,,,"CHEBI:81233","Schizonepetoside B","",2,"","","C16H26O7",330.373,330.168,0,"CC1CCC(C(=O)C1)C1(C)COC2OC(CO)C(O)C(O)C2O1","InChI=1S/C16H26O7/c1-8-3-4-9(10(18)5-8)16(2)7-21-15-14(23-16)13(20)12(19)11(6-17)22-15/h8-9,11-15,17,19-20H,3-7H2,1-2H3","ZJJQMILJDZZZHQ-UHFFFAOYSA-N","","C17635","","",,false,0,"3_R_4_2_8_28","6_R_5_9_1_31","9_R_14_10_6_23",2,"","",,"","","","","","12_R_15_11_13_37","13_R_14_12_18_38","16_R_15_17_19_39","17_R_20_16_18_40","18_R_22_13_17_41","","","","","","","","","",,"","","","","","","","","",,,,,,,,,,,,,"Os03g0769800_ligprep_1.maegz",62,39016,0,"W0NIM11bQ0BASF0xW0NIMl1bQ0gyXVtDQEBIXShDKD1PKVtDSDJdMSlbQ0BAXShbQ0gyXU8yKShbQ0gzXSlPW0NAQEhdKFtDQEhdMjMpW0NASF0oW09IXSlbQ0BASF0oW09IXSlbQ0BIXShPMylbQ0gyXVtPSF0=","J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc2LjUnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",1.000,0.0000,0.0000,0.0000,0.0000,0.000,0,0,"","","OPLS_2005",35.703,true,"ChEBI_81233-1","Os03g0769800_ligprep_1","This compound contains an acetal/aminal-like group ( X-CH(R)-Y where X, Y are N, S, or O) that may be acid/base labile, releasing an aldehyde.","","","","","","",,,,,,,,,,,,"","",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,
,"ChEBI_81233","341","ChEBI_81233.1","2017-12-06 13:39:21","2017-12-06 13:39:21","","/home/biotech03/Desktop/Schrodinger/organic heterobicyclic compound sdf","ChEBI_81233.sdf",1,"",,"",,,,,,,"CHEBI:81233","Schizonepetoside B","",2,"","","C16H26O7",330.373,330.168,0,"CC1CCC(C(=O)C1)C1(C)COC2OC(CO)C(O)C(O)C2O1","InChI=1S/C16H26O7/c1-8-3-4-9(10(18)5-8)16(2)7-21-15-14(23-16)13(20)12(19)11(6-17)22-15/h8-9,11-15,17,19-20H,3-7H2,1-2H3","ZJJQMILJDZZZHQ-UHFFFAOYSA-N","","C17635","","",,false,0,"3_S_4_2_8_28","6_R_5_9_1_31","9_R_14_10_6_23",2,"","",,"","","","","","12_R_15_11_13_37","13_R_14_12_18_38","16_R_15_17_19_39","17_R_20_16_18_40","18_R_22_13_17_41","","","","","","","","","",,"","","","","","","","","",,,,,,,,,,,,,"Os03g0769800_ligprep_1.maegz",62,39016,0,"W0NIM11bQ0BIXTFbQ0gyXVtDSDJdW0NAQEhdKEMoPU8pW0NIMl0xKVtDQEBdKFtDSDJdTzIpKFtDSDNdKU9bQ0BASF0oW0NASF0yMylbQ0BIXShbT0hdKVtDQEBIXShbT0hdKVtDQEhdKE8zKVtDSDJdW09IXQ==","J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc2LjUnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",1.000,0.0000,0.0000,0.0000,0.0000,0.000,0,0,"","","OPLS_2005",35.589,true,"ChEBI_81233-2","Os03g0769800_ligprep_1","This compound contains an acetal/aminal-like group ( X-CH(R)-Y where X, Y are N, S, or O) that may be acid/base labile, releasing an aldehyde.","","","","","","",,,,,,,,,,,,"","",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,
,"ChEBI_81233","342","ChEBI_81233.1","2017-12-06 13:39:21","2017-12-06 13:39:21","","/home/biotech03/Desktop/Schrodinger/organic heterobicyclic compound sdf","ChEBI_81233.sdf",1,"",,"",,,,,,,"CHEBI:81233","Schizonepetoside B","",2,"","","C16H26O7",330.373,330.168,0,"CC1CCC(C(=O)C1)C1(C)COC2OC(CO)C(O)C(O)C2O1","InChI=1S/C16H26O7/c1-8-3-4-9(10(18)5-8)16(2)7-21-15-14(23-16)13(20)12(19)11(6-17)22-15/h8-9,11-15,17,19-20H,3-7H2,1-2H3","ZJJQMILJDZZZHQ-UHFFFAOYSA-N","","C17635","","",,false,0,"3_R_4_2_8_28","6_S_5_9_1_31","9_R_14_10_6_23",2,"","",,"","","","","","12_R_15_11_13_37","13_R_14_12_18_38","16_R_15_17_19_39","17_R_20_16_18_40","18_R_22_13_17_41","","","","","","","","","",,"","","","","","","","","",,,,,,,,,,,,,"Os03g0769800_ligprep_1.maegz",62,39016,0,"W0NIM11bQ0BASF0xW0NIMl1bQ0gyXVtDQEhdKEMoPU8pW0NIMl0xKVtDQEBdKFtDSDJdTzIpKFtDSDNdKU9bQ0BASF0oW0NASF0yMylbQ0BIXShbT0hdKVtDQEBIXShbT0hdKVtDQEhdKE8zKVtDSDJdW09IXQ==","J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc2LjUnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",1.000,0.0000,0.0000,0.0000,0.0000,0.000,0,0,"","","OPLS_2005",36.973,true,"ChEBI_81233-3","Os03g0769800_ligprep_1","This compound contains an acetal/aminal-like group ( X-CH(R)-Y where X, Y are N, S, or O) that may be acid/base labile, releasing an aldehyde.","","","","","","",,,,,,,,,,,,"","",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,
,"ChEBI_81233","343","ChEBI_81233.1","2017-12-06 13:39:21","2017-12-06 13:39:21","","/home/biotech03/Desktop/Schrodinger/organic heterobicyclic compound sdf","ChEBI_81233.sdf",1,"",,"",,,,,,,"CHEBI:81233","Schizonepetoside B","",2,"","","C16H26O7",330.373,330.168,0,"CC1CCC(C(=O)C1)C1(C)COC2OC(CO)C(O)C(O)C2O1","InChI=1S/C16H26O7/c1-8-3-4-9(10(18)5-8)16(2)7-21-15-14(23-16)13(20)12(19)11(6-17)22-15/h8-9,11-15,17,19-20H,3-7H2,1-2H3","ZJJQMILJDZZZHQ-UHFFFAOYSA-N","","C17635","","",,false,0,"3_S_4_2_8_28","6_S_5_9_1_31","9_R_14_10_6_23",2,"","",,"","","","","","12_R_15_11_13_37","13_R_14_12_18_38","16_R_15_17_19_39","17_R_20_16_18_40","18_R_22_13_17_41","","","","","","","","","",,"","","","","","","","","",,,,,,,,,,,,,"Os03g0769800_ligprep_1.maegz",62,39016,0,"W0NIM11bQ0BIXTFbQ0gyXVtDSDJdW0NASF0oQyg9TylbQ0gyXTEpW0NAQF0oW0NIMl1PMikoW0NIM10pT1tDQEBIXShbQ0BIXTIzKVtDQEhdKFtPSF0pW0NAQEhdKFtPSF0pW0NASF0oTzMpW0NIMl1bT0hd","J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc2LjUnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",1.000,0.0000,0.0000,0.0000,0.0000,0.000,0,0,"","","OPLS_2005",37.246,true,"ChEBI_81233-4","Os03g0769800_ligprep_1","This compound contains an acetal/aminal-like group ( X-CH(R)-Y where X, Y are N, S, or O) that may be acid/base labile, releasing an aldehyde.","","","","","","",,,,,,,,,,,,"","",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,
,"ChEBI_81233","344","ChEBI_81233.1","2017-12-06 13:39:21","2017-12-06 13:39:21","","/home/biotech03/Desktop/Schrodinger/organic heterobicyclic compound sdf","ChEBI_81233.sdf",1,"",,"",,,,,,,"CHEBI:81233","Schizonepetoside B","",2,"","","C16H26O7",330.373,330.168,0,"CC1CCC(C(=O)C1)C1(C)COC2OC(CO)C(O)C(O)C2O1","InChI=1S/C16H26O7/c1-8-3-4-9(10(18)5-8)16(2)7-21-15-14(23-16)13(20)12(19)11(6-17)22-15/h8-9,11-15,17,19-20H,3-7H2,1-2H3","ZJJQMILJDZZZHQ-UHFFFAOYSA-N","","C17635","","",,false,0,"3_R_4_2_8_28","6_R_5_9_1_31","9_S_14_10_6_23",2,"","",,"","","","","","12_R_15_11_13_37","13_R_14_12_18_38","16_R_15_17_19_39","17_R_20_16_18_40","18_R_22_13_17_41","","","","","","","","","",,"","","","","","","","","",,,,,,,,,,,,,"Os03g0769800_ligprep_1.maegz",62,39016,0,"W0NIM11bQ0BASF0xW0NIMl1bQ0gyXVtDQEBIXShDKD1PKVtDSDJdMSlbQ0BdKFtDSDJdTzIpKFtDSDNdKU9bQ0BASF0oW0NASF0yMylbQ0BIXShbT0hdKVtDQEBIXShbT0hdKVtDQEhdKE8zKVtDSDJdW09IXQ==","J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc2LjUnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",1.000,0.0000,0.0000,0.0000,0.0000,0.000,0,0,"","","OPLS_2005",37.324,true,"ChEBI_81233-5","Os03g0769800_ligprep_1","This compound contains an acetal/aminal-like group ( X-CH(R)-Y where X, Y are N, S, or O) that may be acid/base labile, releasing an aldehyde.","","","","","","",,,,,,,,,,,,"","",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,
,"ChEBI_81233","345","ChEBI_81233.1","2017-12-06 13:39:21","2017-12-06 13:39:21","","/home/biotech03/Desktop/Schrodinger/organic heterobicyclic compound sdf","ChEBI_81233.sdf",1,"",,"",,,,,,,"CHEBI:81233","Schizonepetoside B","",2,"","","C16H26O7",330.373,330.168,0,"CC1CCC(C(=O)C1)C1(C)COC2OC(CO)C(O)C(O)C2O1","InChI=1S/C16H26O7/c1-8-3-4-9(10(18)5-8)16(2)7-21-15-14(23-16)13(20)12(19)11(6-17)22-15/h8-9,11-15,17,19-20H,3-7H2,1-2H3","ZJJQMILJDZZZHQ-UHFFFAOYSA-N","","C17635","","",,false,0,"3_S_4_2_8_28","6_R_5_9_1_31","9_S_14_10_6_23",2,"","",,"","","","","","12_R_15_11_13_37","13_R_14_12_18_38","16_R_15_17_19_39","17_R_20_16_18_40","18_R_22_13_17_41","","","","","","","","","",,"","","","","","","","","",,,,,,,,,,,,,"Os03g0769800_ligprep_1.maegz",62,39016,0,"W0NIM11bQ0BIXTFbQ0gyXVtDSDJdW0NAQEhdKEMoPU8pW0NIMl0xKVtDQF0oW0NIMl1PMikoW0NIM10pT1tDQEBIXShbQ0BIXTIzKVtDQEhdKFtPSF0pW0NAQEhdKFtPSF0pW0NASF0oTzMpW0NIMl1bT0hd","J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc2LjUnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",1.000,0.0000,0.0000,0.0000,0.0000,0.000,0,0,"","","OPLS_2005",36.200,true,"ChEBI_81233-6","Os03g0769800_ligprep_1","This compound contains an acetal/aminal-like group ( X-CH(R)-Y where X, Y are N, S, or O) that may be acid/base labile, releasing an aldehyde.","","","","","","",,,,,,,,,,,,"","",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,
