"Stars","Title","Entry ID","Entry Name","Date Added","Date Modified","PDB format version","Source Path","Source File","Source File Index","entry id backup","prepared","prepared with version","assigned bond orders","added hydrogens","treated metals","created disulfur","deleted far waters","ran protassign","Potential Energy-OPLS 2005","RMS Derivative-OPLS 2005","Max Derivative-OPLS 2005","Stretch Energy-OPLS 2005","Bend Energy-OPLS 2005","LJ-14 Energy-OPLS 2005","El-14 Energy-OPLS 2005","Van der Waals Energy-OPLS 2005","Electrostatic Energy-OPLS 2005","Dihedral Energy-OPLS 2005","target temperature","ran impref","ID","NAME","DEFINITION","STAR","SYNONYM","IUPAC_NAME","FORMULA","MASS","MONOISOTOPIC_MASS","CHARGE","SMILES","INCHI","INCHIKEY","CAS_REGISTRY_NUMBER","KEGG_COMPOUND_ACCESSION","KNAPSACK_ACCESSION","AGRICOLA_CITATION","PUBMED_CITATION","chiral flag","version","Chirality 1","Chirality 2","Chirality 3","ct enhanced stereo status","SECONDARY_ID","INN","REAXYS_REGISTRY_NUMBER","CHEMIDPLUS","DRUGBANK_ACCESSION","KEGG_DRUG_ACCESSION","PDBECHEM_ACCESSION","PUBMED_CITATION-1","Chirality 4","Chirality 5","Chirality 6","Chirality 7","Chirality 8","Chirality 9","Chirality 10","Chirality 11","Chirality 12","Chirality 13","Chirality 14","Chirality 15","Chirality 16","Chirality 17","BEILSTEIN_REGISTRY_NUMBER","HMDB_ACCESSION","NIST_CHEMISTRY_WEBBOOK","WIKIPEDIA_ACCESSION","LINCS_ACCESSION","METACYC_ACCESSION","BRAND_NAME","PESTICIDES_ACCESSION","AtomNumChirality 1","PUBMED_CENTRAL_CITATION","source file","source file index","mmshare version","flags","input","cmdline","tautomer probability","Ionization Penalty","Ionization Penalty Charging","Ionization Penalty Neutral","State Penalty","Charging Adjusted Penalty","Tot Q","Tot abs Q","EZ 1","EZ 2","Force Field","Energy","Chiralities Consistent","Variant","Job Name","Chemistry Notes","EZ 3","EZ 4","EZ 5","EZ 6","EZ 7","EZ 8","SiteScore","size","Dscore","volume","exposure","enclosure","contact","phobic","philic","balance","don/acc","residues","residues asl","grid version","gridbox xcent","gridbox ycent","gridbox zcent","gridbox xrange","gridbox yrange","gridbox zrange","gridbox ligxrange","gridbox ligyrange","gridbox ligzrange","receptor","glide gridfile","glide lignum","glide rotatable bonds","docking score","glide ligand efficiency","glide ligand efficiency sa","glide ligand efficiency ln","glide gscore","glide lipo","glide hbond","glide metal","glide rewards","glide evdw","glide ecoul","glide erotb","glide esite","glide emodel","glide energy","glide einternal","glide confnum","glide posenum","glide eff state penalty"
,"ChEBI_65896","294","ChEBI_65896.1","2017-12-06 13:32:06","2017-12-06 13:32:06","","/home/biotech02/Downloads/organic heterobicyclic compound sdf","ChEBI_65896.sdf",1,"",,"",,,,,,,,,,,,,,,,,,,"CHEBI:65896","FD-211","A delta-lactone that is 3,5,7,7a-tetrahydro-2H-furo[3,4-b]pyran-2-one substituted by a hydroxy group at position 3 and propenyl groups at positions 5 and 7. Isolated from the fermantation broth of Myceliophthora lutea TF-0409, it exhibits broad spectrum activity against cultured tumor cell lines, including adriamycin-resistant HL-60 cells.",3,"","3-hydroxy-5,7-di[(1E)-prop-1-en-1-yl]-3,5,7,7a-tetrahydro-2H-furo[3,4-b]pyran-2-one","C13H16O4",236.264,236.105,0,"C\C=C\C1OC(\C=C\C)C2=CC(O)C(=O)OC12","InChI=1S/C13H16O4/c1-3-5-10-8-7-9(14)13(15)17-12(8)11(16-10)6-4-2/h3-7,9-12,14H,1-2H3/b5-3+,6-4+","DXYMGZNZFBKDCX-GGWOSOGESA-N","","","","",7706120,false,0,"2_R_10_3_1_19","6_R_4_7_5_20","7_R_8_6_12_21",2,"","",7297870,"","","","","","9_R_8_5_15_22","","","","","","","","","","","","","",,"","","","","","","","","","Os01g0657400_ligprep_1.maegz",32,39016,0,"W0NIXT0xW0NAQEhdKFtPSF0pQyg9TylPW0NASF0oQzEyKVtDQEBIXSgvW0NIXT1bQ0hdL1tDSDNdKU9bQ0BASF0yL1tDSF09W0NIXS9bQ0gzXQ==","J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc2LjUnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",,0.0093,0.0000,0.0093,0.0070,0.007,0,0,"2_1_5_6_Z","7_12_13_14_E","OPLS_2005",15.359,true,"ChEBI_65896-1","Os01g0657400_ligprep_1","This compound has an ester and may undergo hydrolysis at high or low pH.","9_15_16_17_E","","","","","",,,,,,,,,,,,"","",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,
,"ChEBI_65896","295","ChEBI_65896.1","2017-12-06 13:32:06","2017-12-06 13:32:06","","/home/biotech02/Downloads/organic heterobicyclic compound sdf","ChEBI_65896.sdf",1,"",,"",,,,,,,,,,,,,,,,,,,"CHEBI:65896","FD-211","A delta-lactone that is 3,5,7,7a-tetrahydro-2H-furo[3,4-b]pyran-2-one substituted by a hydroxy group at position 3 and propenyl groups at positions 5 and 7. Isolated from the fermantation broth of Myceliophthora lutea TF-0409, it exhibits broad spectrum activity against cultured tumor cell lines, including adriamycin-resistant HL-60 cells.",3,"","3-hydroxy-5,7-di[(1E)-prop-1-en-1-yl]-3,5,7,7a-tetrahydro-2H-furo[3,4-b]pyran-2-one","C13H16O4",236.264,236.105,0,"C\C=C\C1OC(\C=C\C)C2=CC(O)C(=O)OC12","InChI=1S/C13H16O4/c1-3-5-10-8-7-9(14)13(15)17-12(8)11(16-10)6-4-2/h3-7,9-12,14H,1-2H3/b5-3+,6-4+","DXYMGZNZFBKDCX-GGWOSOGESA-N","","","","",7706120,false,0,"2_S_10_3_1_19","6_R_4_7_5_20","7_R_8_6_12_21",2,"","",7297870,"","","","","","9_R_8_5_15_22","","","","","","","","","","","","","",,"","","","","","","","","","Os01g0657400_ligprep_1.maegz",32,39016,0,"W0NIXT0xW0NASF0oW09IXSlDKD1PKU9bQ0BIXShDMTIpW0NAQEhdKC9bQ0hdPVtDSF0vW0NIM10pT1tDQEBIXTIvW0NIXT1bQ0hdL1tDSDNd","J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc2LjUnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",,0.0093,0.0000,0.0093,0.0070,0.007,0,0,"2_1_5_6_Z","7_12_13_14_E","OPLS_2005",18.683,true,"ChEBI_65896-2","Os01g0657400_ligprep_1","This compound has an ester and may undergo hydrolysis at high or low pH.","9_15_16_17_E","","","","","",,,,,,,,,,,,"","",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,
,"ChEBI_65896","296","ChEBI_65896.1","2017-12-06 13:32:06","2017-12-06 13:32:06","","/home/biotech02/Downloads/organic heterobicyclic compound sdf","ChEBI_65896.sdf",1,"",,"",,,,,,,,,,,,,,,,,,,"CHEBI:65896","FD-211","A delta-lactone that is 3,5,7,7a-tetrahydro-2H-furo[3,4-b]pyran-2-one substituted by a hydroxy group at position 3 and propenyl groups at positions 5 and 7. Isolated from the fermantation broth of Myceliophthora lutea TF-0409, it exhibits broad spectrum activity against cultured tumor cell lines, including adriamycin-resistant HL-60 cells.",3,"","3-hydroxy-5,7-di[(1E)-prop-1-en-1-yl]-3,5,7,7a-tetrahydro-2H-furo[3,4-b]pyran-2-one","C13H16O4",236.264,236.105,0,"C\C=C\C1OC(\C=C\C)C2=CC(O)C(=O)OC12","InChI=1S/C13H16O4/c1-3-5-10-8-7-9(14)13(15)17-12(8)11(16-10)6-4-2/h3-7,9-12,14H,1-2H3/b5-3+,6-4+","DXYMGZNZFBKDCX-GGWOSOGESA-N","","","","",7706120,false,0,"2_R_10_3_1_19","6_S_4_7_5_20","7_R_8_6_12_21",2,"","",7297870,"","","","","","9_R_8_5_15_22","","","","","","","","","","","","","",,"","","","","","","","","","Os01g0657400_ligprep_1.maegz",32,39016,0,"W0NIXT0xW0NAQEhdKFtPSF0pQyg9TylPW0NAQEhdKEMxMilbQ0BASF0oL1tDSF09W0NIXS9bQ0gzXSlPW0NAQEhdMi9bQ0hdPVtDSF0vW0NIM10=","J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc2LjUnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",,0.0093,0.0000,0.0093,0.0070,0.007,0,0,"2_1_5_6_Z","7_12_13_14_E","OPLS_2005",16.667,true,"ChEBI_65896-3","Os01g0657400_ligprep_1","This compound has an ester and may undergo hydrolysis at high or low pH.","9_15_16_17_E","","","","","",,,,,,,,,,,,"","",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,
,"ChEBI_65896","297","ChEBI_65896.1","2017-12-06 13:32:06","2017-12-06 13:32:06","","/home/biotech02/Downloads/organic heterobicyclic compound sdf","ChEBI_65896.sdf",1,"",,"",,,,,,,,,,,,,,,,,,,"CHEBI:65896","FD-211","A delta-lactone that is 3,5,7,7a-tetrahydro-2H-furo[3,4-b]pyran-2-one substituted by a hydroxy group at position 3 and propenyl groups at positions 5 and 7. Isolated from the fermantation broth of Myceliophthora lutea TF-0409, it exhibits broad spectrum activity against cultured tumor cell lines, including adriamycin-resistant HL-60 cells.",3,"","3-hydroxy-5,7-di[(1E)-prop-1-en-1-yl]-3,5,7,7a-tetrahydro-2H-furo[3,4-b]pyran-2-one","C13H16O4",236.264,236.105,0,"C\C=C\C1OC(\C=C\C)C2=CC(O)C(=O)OC12","InChI=1S/C13H16O4/c1-3-5-10-8-7-9(14)13(15)17-12(8)11(16-10)6-4-2/h3-7,9-12,14H,1-2H3/b5-3+,6-4+","DXYMGZNZFBKDCX-GGWOSOGESA-N","","","","",7706120,false,0,"2_S_10_3_1_19","6_S_4_7_5_20","7_R_8_6_12_21",2,"","",7297870,"","","","","","9_R_8_5_15_22","","","","","","","","","","","","","",,"","","","","","","","","","Os01g0657400_ligprep_1.maegz",32,39016,0,"W0NIXT0xW0NASF0oW09IXSlDKD1PKU9bQ0BASF0oQzEyKVtDQEBIXSgvW0NIXT1bQ0hdL1tDSDNdKU9bQ0BASF0yL1tDSF09W0NIXS9bQ0gzXQ==","J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc2LjUnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",,0.0093,0.0000,0.0093,0.0070,0.007,0,0,"2_1_5_6_Z","7_12_13_14_E","OPLS_2005",13.286,true,"ChEBI_65896-4","Os01g0657400_ligprep_1","This compound has an ester and may undergo hydrolysis at high or low pH.","9_15_16_17_E","","","","","",,,,,,,,,,,,"","",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,
,"ChEBI_65896","298","ChEBI_65896.1","2017-12-06 13:32:06","2017-12-06 13:32:06","","/home/biotech02/Downloads/organic heterobicyclic compound sdf","ChEBI_65896.sdf",1,"",,"",,,,,,,,,,,,,,,,,,,"CHEBI:65896","FD-211","A delta-lactone that is 3,5,7,7a-tetrahydro-2H-furo[3,4-b]pyran-2-one substituted by a hydroxy group at position 3 and propenyl groups at positions 5 and 7. Isolated from the fermantation broth of Myceliophthora lutea TF-0409, it exhibits broad spectrum activity against cultured tumor cell lines, including adriamycin-resistant HL-60 cells.",3,"","3-hydroxy-5,7-di[(1E)-prop-1-en-1-yl]-3,5,7,7a-tetrahydro-2H-furo[3,4-b]pyran-2-one","C13H16O4",236.264,236.105,0,"C\C=C\C1OC(\C=C\C)C2=CC(O)C(=O)OC12","InChI=1S/C13H16O4/c1-3-5-10-8-7-9(14)13(15)17-12(8)11(16-10)6-4-2/h3-7,9-12,14H,1-2H3/b5-3+,6-4+","DXYMGZNZFBKDCX-GGWOSOGESA-N","","","","",7706120,false,0,"2_R_10_3_1_19","6_R_4_7_5_20","7_S_8_6_12_21",2,"","",7297870,"","","","","","9_R_8_5_15_22","","","","","","","","","","","","","",,"","","","","","","","","","Os01g0657400_ligprep_1.maegz",32,39016,0,"W0NIXT0xW0NAQEhdKFtPSF0pQyg9TylPW0NASF0oQzEyKVtDQEhdKC9bQ0hdPVtDSF0vW0NIM10pT1tDQEBIXTIvW0NIXT1bQ0hdL1tDSDNd","J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc2LjUnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",,0.0093,0.0000,0.0093,0.0070,0.007,0,0,"2_1_5_6_Z","7_12_13_14_E","OPLS_2005",14.311,true,"ChEBI_65896-5","Os01g0657400_ligprep_1","This compound has an ester and may undergo hydrolysis at high or low pH.","9_15_16_17_E","","","","","",,,,,,,,,,,,"","",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,
,"ChEBI_65896","299","ChEBI_65896.1","2017-12-06 13:32:06","2017-12-06 13:32:06","","/home/biotech02/Downloads/organic heterobicyclic compound sdf","ChEBI_65896.sdf",1,"",,"",,,,,,,,,,,,,,,,,,,"CHEBI:65896","FD-211","A delta-lactone that is 3,5,7,7a-tetrahydro-2H-furo[3,4-b]pyran-2-one substituted by a hydroxy group at position 3 and propenyl groups at positions 5 and 7. Isolated from the fermantation broth of Myceliophthora lutea TF-0409, it exhibits broad spectrum activity against cultured tumor cell lines, including adriamycin-resistant HL-60 cells.",3,"","3-hydroxy-5,7-di[(1E)-prop-1-en-1-yl]-3,5,7,7a-tetrahydro-2H-furo[3,4-b]pyran-2-one","C13H16O4",236.264,236.105,0,"C\C=C\C1OC(\C=C\C)C2=CC(O)C(=O)OC12","InChI=1S/C13H16O4/c1-3-5-10-8-7-9(14)13(15)17-12(8)11(16-10)6-4-2/h3-7,9-12,14H,1-2H3/b5-3+,6-4+","DXYMGZNZFBKDCX-GGWOSOGESA-N","","","","",7706120,false,0,"2_S_10_3_1_19","6_R_4_7_5_20","7_S_8_6_12_21",2,"","",7297870,"","","","","","9_R_8_5_15_22","","","","","","","","","","","","","",,"","","","","","","","","","Os01g0657400_ligprep_1.maegz",32,39016,0,"W0NIXT0xW0NASF0oW09IXSlDKD1PKU9bQ0BIXShDMTIpW0NASF0oL1tDSF09W0NIXS9bQ0gzXSlPW0NAQEhdMi9bQ0hdPVtDSF0vW0NIM10=","J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc2LjUnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",,0.0093,0.0000,0.0093,0.0070,0.007,0,0,"2_1_5_6_Z","7_12_13_14_E","OPLS_2005",16.650,true,"ChEBI_65896-6","Os01g0657400_ligprep_1","This compound has an ester and may undergo hydrolysis at high or low pH.","9_15_16_17_E","","","","","",,,,,,,,,,,,"","",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,
,"ChEBI_65896","300","ChEBI_65896.1","2017-12-06 13:32:06","2017-12-06 13:32:06","","/home/biotech02/Downloads/organic heterobicyclic compound sdf","ChEBI_65896.sdf",1,"",,"",,,,,,,,,,,,,,,,,,,"CHEBI:65896","FD-211","A delta-lactone that is 3,5,7,7a-tetrahydro-2H-furo[3,4-b]pyran-2-one substituted by a hydroxy group at position 3 and propenyl groups at positions 5 and 7. Isolated from the fermantation broth of Myceliophthora lutea TF-0409, it exhibits broad spectrum activity against cultured tumor cell lines, including adriamycin-resistant HL-60 cells.",3,"","3-hydroxy-5,7-di[(1E)-prop-1-en-1-yl]-3,5,7,7a-tetrahydro-2H-furo[3,4-b]pyran-2-one","C13H16O4",236.264,236.105,0,"C\C=C\C1OC(\C=C\C)C2=CC(O)C(=O)OC12","InChI=1S/C13H16O4/c1-3-5-10-8-7-9(14)13(15)17-12(8)11(16-10)6-4-2/h3-7,9-12,14H,1-2H3/b5-3+,6-4+","DXYMGZNZFBKDCX-GGWOSOGESA-N","","","","",7706120,false,0,"2_R_10_3_1_19","6_S_4_7_5_20","7_S_8_6_12_21",2,"","",7297870,"","","","","","9_R_8_5_15_22","","","","","","","","","","","","","",,"","","","","","","","","","Os01g0657400_ligprep_1.maegz",32,39016,0,"W0NIXT0xW0NAQEhdKFtPSF0pQyg9TylPW0NAQEhdKEMxMilbQ0BIXSgvW0NIXT1bQ0hdL1tDSDNdKU9bQ0BASF0yL1tDSF09W0NIXS9bQ0gzXQ==","J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc2LjUnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",,0.0093,0.0000,0.0093,0.0070,0.007,0,0,"2_1_5_6_Z","7_12_13_14_E","OPLS_2005",18.800,true,"ChEBI_65896-7","Os01g0657400_ligprep_1","This compound has an ester and may undergo hydrolysis at high or low pH.","9_15_16_17_E","","","","","",,,,,,,,,,,,"","",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,
,"ChEBI_65896","301","ChEBI_65896.1","2017-12-06 13:32:06","2017-12-06 13:32:06","","/home/biotech02/Downloads/organic heterobicyclic compound sdf","ChEBI_65896.sdf",1,"",,"",,,,,,,,,,,,,,,,,,,"CHEBI:65896","FD-211","A delta-lactone that is 3,5,7,7a-tetrahydro-2H-furo[3,4-b]pyran-2-one substituted by a hydroxy group at position 3 and propenyl groups at positions 5 and 7. Isolated from the fermantation broth of Myceliophthora lutea TF-0409, it exhibits broad spectrum activity against cultured tumor cell lines, including adriamycin-resistant HL-60 cells.",3,"","3-hydroxy-5,7-di[(1E)-prop-1-en-1-yl]-3,5,7,7a-tetrahydro-2H-furo[3,4-b]pyran-2-one","C13H16O4",236.264,236.105,0,"C\C=C\C1OC(\C=C\C)C2=CC(O)C(=O)OC12","InChI=1S/C13H16O4/c1-3-5-10-8-7-9(14)13(15)17-12(8)11(16-10)6-4-2/h3-7,9-12,14H,1-2H3/b5-3+,6-4+","DXYMGZNZFBKDCX-GGWOSOGESA-N","","","","",7706120,false,0,"2_S_10_3_1_19","6_S_4_7_5_20","7_S_8_6_12_21",2,"","",7297870,"","","","","","9_R_8_5_15_22","","","","","","","","","","","","","",,"","","","","","","","","","Os01g0657400_ligprep_1.maegz",32,39016,0,"W0NIXT0xW0NASF0oW09IXSlDKD1PKU9bQ0BASF0oQzEyKVtDQEhdKC9bQ0hdPVtDSF0vW0NIM10pT1tDQEBIXTIvW0NIXT1bQ0hdL1tDSDNd","J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc2LjUnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",,0.0093,0.0000,0.0093,0.0070,0.007,0,0,"2_1_5_6_Z","7_12_13_14_E","OPLS_2005",15.445,true,"ChEBI_65896-8","Os01g0657400_ligprep_1","This compound has an ester and may undergo hydrolysis at high or low pH.","9_15_16_17_E","","","","","",,,,,,,,,,,,"","",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,
,"ChEBI_65911","302","ChEBI_65911.1","2017-12-06 13:32:06","2017-12-06 13:32:06","","/home/biotech02/Downloads/organic heterobicyclic compound sdf","ChEBI_65911.sdf",1,"",,"",,,,,,,,,,,,,,,,,,,"CHEBI:65911","FR177391","A 14-membered macrolide isolated from the Serratia liquefaciens and exhibits anti-hyperlipidemic activity.",3,"","(3E,5R)-5-[(1R,5R,6Z,9Z,13R,15R)-5-(acetyloxy)-10-chloro-6-methyl-3-oxo-2,14-dioxabicyclo[11.2.1]hexadeca-6,9-dien-15-yl]-5-hydroxy-3-methylpent-3-enoic acid","C23H31ClO8",470.940,470.171,0,"[H][C@@]1(O[C@@H]2CC\C(Cl)=C\C\C=C(C)/[C@@H](CC(=O)O[C@@H]1C2)OC(C)=O)[C@H](O)\C=C(/C)CC(O)=O","InChI=1S/C23H31ClO8/c1-13(10-21(27)28)9-18(26)23-20-11-17(31-23)8-7-16(24)6-4-5-14(2)19(30-15(3)25)12-22(29)32-20/h5-6,9,17-20,23,26H,4,7-8,10-12H2,1-3H3,(H,27,28)/b13-9+,14-5-,16-6-/t17-,18-,19-,20-,23-/m1/s1","OAWOFENLLWPBEQ-VXLXENEISA-N","","","","",,false,0,"1_R_15_5_2_34","3_R_4_2_16_37","5_R_4_1_20_29",2,"","",,"","","","","16392679; 16392680; 16392681; 16392682","10_R_30_11_7_42","20_R_21_5_22_52","","","","","","","","","","","","",,"","","","","","","","","","Os01g0657400_ligprep_1.maegz",33,39016,0,"W09IXUMoPU8pW0NIMl1cQyhbQ0gzXSk9W0NIXVxbQ0BASF0oW09IXSlbQ0BIXTFPW0NAQEhdKFtDSDJdW0NASF0xMilbQ0gyXVtDSDJdL0MoQ2wpPVtDSF0vW0NIMl0vW0NIXT1DKFtDSDNdKVxbQ0BASF0oW0NIMl1DKE8yKT1PKU9DKD1PKVtDSDNd","J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc2LjUnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",,0.0035,0.0035,0.0000,0.0025,0.006,-1,1,"19_8_14_13_Z","10_11_12_13_Z","OPLS_2005",24.303,true,"ChEBI_65911-1","Os01g0657400_ligprep_1","This compound has an ester and may undergo hydrolysis at high or low pH.","20_22_23_24_E","","","","","",,,,,,,,,,,,"","",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,
,"ChEBI_66086","303","ChEBI_66086.1","2017-12-06 13:32:06","2017-12-06 13:32:06","","/home/biotech02/Downloads/organic heterobicyclic compound sdf","ChEBI_66086.sdf",1,"",,"",,,,,,,,,,,,,,,,,,,"CHEBI:66086","isariotin F","An organic heterobicyclic compound that is a lactol isolated from the entomopathogenic fungus Isaria tenuipes and exhibits antimalarial and antineoplastic activities.",3,"","(2E)-N-[(2R,3S,4aS,8R,8aR)-8-chloro-2,4a-dihydroxy-5-oxo-3,4,4a,5,8,8a-hexahydro-2H-chromen-3-yl]dodec-2-enamide","C21H32ClNO5",413.935,413.197,0,"[H][C@@]12O[C@@H](O)[C@H](C[C@@]1(O)C(=O)C=C[C@H]2Cl)NC(=O)\C=C\CCCCCCCCC","InChI=1S/C21H32ClNO5/c1-2-3-4-5-6-7-8-9-10-11-18(25)23-16-14-21(27)17(24)13-12-15(22)19(21)28-20(16)26/h10-13,15-16,19-20,26-27H,2-9,14H2,1H3,(H,23,25)/b11-10+/t15-,16+,19+,20-,21-/m1/s1","BQBLZAMUHGIEFL-JRVIZFGFSA-N","","","","",,false,0,"15_S_13_16_18_52","16_R_17_29_15_53","19_S_27_24_20_18",2,"","",19979530,"","","","","19265430; 19921667","20_R_17_21_19_28","21_R_26_20_22_56","","","","","","","","","","","","",,"","","","","","","","","","Os01g0657400_ligprep_1.maegz",34,39016,0,"W0NIM11bQ0gyXVtDSDJdW0NIMl1bQ0gyXVtDSDJdW0NIMl1bQ0gyXVtDSDJdL1tDSF09W0NIXS9DKD1PKVtOSF1bQ0BASF0oW0NIMl0xKVtDQEhdKFtPSF0pT1tDQEhdKFtDQEBdMTJbT0hdKVtDQEhdKENsKVtDSF09W0NIXUMyPU8=","J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc2LjUnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",1.000,0.0000,0.0000,0.0000,0.0000,0.000,0,0,"9_10_11_12_E","21_22_23_24_Z","OPLS_2005",28.429,true,"ChEBI_66086-1","Os01g0657400_ligprep_1","This compound contains an acetal/aminal-like group ( X-CH(R)-Y where X, Y are N, S, or O) that may be acid/base labile, releasing an aldehyde.","","","","","","",,,,,,,,,,,,"","",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,
