"Stars","Title","Entry ID","Entry Name","Date Added","Date Modified","PDB format version","Source Path","Source File","Source File Index","entry id backup","prepared","prepared with version","assigned bond orders","added hydrogens","treated metals","created disulfur","deleted far waters","ran protassign","Potential Energy-OPLS 2005","RMS Derivative-OPLS 2005","Max Derivative-OPLS 2005","Stretch Energy-OPLS 2005","Bend Energy-OPLS 2005","LJ-14 Energy-OPLS 2005","El-14 Energy-OPLS 2005","Van der Waals Energy-OPLS 2005","Electrostatic Energy-OPLS 2005","Dihedral Energy-OPLS 2005","target temperature","ran impref","ID","NAME","DEFINITION","STAR","SYNONYM","IUPAC_NAME","FORMULA","MASS","MONOISOTOPIC_MASS","CHARGE","SMILES","INCHI","INCHIKEY","CAS_REGISTRY_NUMBER","KEGG_COMPOUND_ACCESSION","KNAPSACK_ACCESSION","AGRICOLA_CITATION","PUBMED_CITATION","chiral flag","version","Chirality 1","Chirality 2","Chirality 3","ct enhanced stereo status","SECONDARY_ID","INN","REAXYS_REGISTRY_NUMBER","CHEMIDPLUS","DRUGBANK_ACCESSION","KEGG_DRUG_ACCESSION","PDBECHEM_ACCESSION","PUBMED_CITATION-1","Chirality 4","Chirality 5","Chirality 6","Chirality 7","Chirality 8","Chirality 9","Chirality 10","Chirality 11","Chirality 12","Chirality 13","Chirality 14","Chirality 15","Chirality 16","Chirality 17","BEILSTEIN_REGISTRY_NUMBER","HMDB_ACCESSION","NIST_CHEMISTRY_WEBBOOK","WIKIPEDIA_ACCESSION","LINCS_ACCESSION","METACYC_ACCESSION","BRAND_NAME","PESTICIDES_ACCESSION","AtomNumChirality 1","PUBMED_CENTRAL_CITATION","source file","source file index","mmshare version","flags","input","cmdline","tautomer probability","Ionization Penalty","Ionization Penalty Charging","Ionization Penalty Neutral","State Penalty","Charging Adjusted Penalty","Tot Q","Tot abs Q","EZ 1","EZ 2","Force Field","Energy","Chiralities Consistent","Variant","Job Name","Chemistry Notes","EZ 3","EZ 4","EZ 5","EZ 6","EZ 7","EZ 8","SiteScore","size","Dscore","volume","exposure","enclosure","contact","phobic","philic","balance","don/acc","residues","residues asl","grid version","gridbox xcent","gridbox ycent","gridbox zcent","gridbox xrange","gridbox yrange","gridbox zrange","gridbox ligxrange","gridbox ligyrange","gridbox ligzrange","receptor","glide gridfile","glide lignum","glide rotatable bonds","docking score","glide ligand efficiency","glide ligand efficiency sa","glide ligand efficiency ln","glide gscore","glide lipo","glide hbond","glide metal","glide rewards","glide evdw","glide ecoul","glide erotb","glide esite","glide emodel","glide energy","glide einternal","glide confnum","glide posenum","glide eff state penalty"
,"null","183","ChEBI_115053.1","2017-12-07 10:30:05","2017-12-07 10:30:05","","/home/biotech02/Downloads/organic heterobicyclic compound sdf","ChEBI_115053.sdf",1,"",,"",,,,,,,,,,,,,,,,,,,"CHEBI:115053","N-(1,3-benzodioxol-5-yl)-3-ethyl-5-methyl-4-oxo-6-thieno[2,3-d]pyrimidinecarboxamide","",2,"","","C17H15N3O4S",357.385,357.078,0,"CCN1C=NC2=C(C1=O)C(=C(S2)C(=O)NC3=CC4=C(C=C3)OCO4)C","InChI=1S/C17H15N3O4S/c1-3-20-7-18-16-13(17(20)22)9(2)14(25-16)15(21)19-10-4-5-11-12(6-10)24-8-23-11/h4-7H,3,8H2,1-2H3,(H,19,21)","OZWVGXILNZHMJF-UHFFFAOYSA-N","","","","",,false,0,"","","",0,"","",,"","","","","","","","","","","","","","","","","","","",,"","","","LSM-26515","","","","","","",,,,"","",,,,,,,,,"","","",,,"","","","","","","","","",,,,,,,,,,,,"","",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,
,"null","184","ChEBI_115114.1","2017-12-07 10:30:05","2017-12-07 10:30:05","","/home/biotech02/Downloads/organic heterobicyclic compound sdf","ChEBI_115114.sdf",1,"",,"",,,,,,,,,,,,,,,,,,,"CHEBI:115114","4-(1-benzotriazolyl)-5,6,7,8-tetrahydro-[1]benzothiolo[2,3-d]pyrimidine","",2,"","","C16H13N5S",307.375,307.089,0,"C1CCC2=C(C1)C3=C(N=CN=C3S2)N4C5=CC=CC=C5N=N4","InChI=1S/C16H13N5S/c1-4-8-13-10(5-1)14-15(17-9-18-16(14)22-13)21-12-7-3-2-6-11(12)19-20-21/h2-3,6-7,9H,1,4-5,8H2","MHKFSUVKILPXAD-UHFFFAOYSA-N","","","","",,false,0,"","","",0,"","",,"","","","","","","","","","","","","","","","","","","",,"","","","LSM-26575","","","","","","",,,,"","",,,,,,,,,"","","",,,"","","","","","","","","",,,,,,,,,,,,"","",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,
,"null","185","ChEBI_115519.1","2017-12-07 10:30:05","2017-12-07 10:30:05","","/home/biotech02/Downloads/organic heterobicyclic compound sdf","ChEBI_115519.sdf",1,"",,"",,,,,,,,,,,,,,,,,,,"CHEBI:115519","3-[(4-methoxyphenyl)methylideneamino]-2,5,6-trimethyl-4-thieno[2,3-d]pyrimidinone","",2,"","","C17H17N3O2S",327.403,327.104,0,"CC1=C(SC2=C1C(=O)N(C(=N2)C)N=CC3=CC=C(C=C3)OC)C","InChI=1S/C17H17N3O2S/c1-10-11(2)23-16-15(10)17(21)20(12(3)19-16)18-9-13-5-7-14(22-4)8-6-13/h5-9H,1-4H3","JMZMJBBPWXKWGY-UHFFFAOYSA-N","","","","",,false,0,"","","",0,"","",,"","","","","","","","","","","","","","","","","","","",,"","","","LSM-26976","","","","","","",,,,"","",,,,,,,,,"","","",,,"","","","","","","","","",,,,,,,,,,,,"","",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,
,"null","186","ChEBI_115548.1","2017-12-07 10:30:05","2017-12-07 10:30:05","","/home/biotech02/Downloads/organic heterobicyclic compound sdf","ChEBI_115548.sdf",1,"",,"",,,,,,,,,,,,,,,,,,,"CHEBI:115548","N-[(4-chlorophenyl)methoxy]-N'-(4-thieno[2,3-d]pyrimidinyl)methanimidamide","",2,"","","C14H11ClN4OS",318.783,318.034,0,"C1=CC(=CC=C1CONC=NC2=C3C=CSC3=NC=N2)Cl","InChI=1S/C14H11ClN4OS/c15-11-3-1-10(2-4-11)7-20-19-9-17-13-12-5-6-21-14(12)18-8-16-13/h1-6,8-9H,7H2,(H,16,17,18,19)","NQSVBSNDOSRTDQ-UHFFFAOYSA-N","","","","",,false,0,"","","",0,"","",,"","","","","","","","","","","","","","","","","","","",,"","","","LSM-27005","","","","","","",,,,"","",,,,,,,,,"","","",,,"","","","","","","","","",,,,,,,,,,,,"","",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,
,"null","187","ChEBI_115612.1","2017-12-07 10:30:05","2017-12-07 10:30:05","","/home/biotech02/Downloads/organic heterobicyclic compound sdf","ChEBI_115612.sdf",1,"",,"",,,,,,,,,,,,,,,,,,,"CHEBI:115612","1-(2-furanylmethyl)-7,7-dimethyl-2-(4-methylphenyl)-5,8-dihydropyrano[4,3-d]pyrimidine-4-thione","",2,"","","C21H22N2O2S",366.478,366.140,0,"CC1=CC=C(C=C1)C2=NC(=S)C3=C(N2CC4=CC=CO4)CC(OC3)(C)C","InChI=1S/C21H22N2O2S/c1-14-6-8-15(9-7-14)19-22-20(26)17-13-25-21(2,3)11-18(17)23(19)12-16-5-4-10-24-16/h4-10H,11-13H2,1-3H3","JRXGQPDRQYXBSA-UHFFFAOYSA-N","","","","",,false,0,"","","",0,"","",,"","","","","","","","","","","","","","","","","","","",,"","","","LSM-27069","","","","","","",,,,"","",,,,,,,,,"","","",,,"","","","","","","","","",,,,,,,,,,,,"","",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,
,"null","188","ChEBI_115653.1","2017-12-07 10:30:05","2017-12-07 10:30:05","","/home/biotech02/Downloads/organic heterobicyclic compound sdf","ChEBI_115653.sdf",1,"",,"",,,,,,,,,,,,,,,,,,,"CHEBI:115653","3-(phenylmethyl)-2-sulfanylidene-1H-thieno[3,2-d]pyrimidin-4-one","",2,"","","C13H10N2OS2",274.364,274.023,0,"C1=CC=C(C=C1)CN2C(=O)C3=C(C=CS3)NC2=S","InChI=1S/C13H10N2OS2/c16-12-11-10(6-7-18-11)14-13(17)15(12)8-9-4-2-1-3-5-9/h1-7H,8H2,(H,14,17)","OPQCANYPSHWIDV-UHFFFAOYSA-N","","","","",,false,0,"","","",0,"","",,"","","","","","","","","","","","","","","","","","","",,"","","","LSM-27110","","","","","","",,,,"","",,,,,,,,,"","","",,,"","","","","","","","","",,,,,,,,,,,,"","",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,
,"null","189","ChEBI_116184.1","2017-12-07 10:30:05","2017-12-07 10:30:05","","/home/biotech02/Downloads/organic heterobicyclic compound sdf","ChEBI_116184.sdf",1,"",,"",,,,,,,,,,,,,,,,,,,"CHEBI:116184","7'-amino-1',3'-dimethyl-2,2',4'-trioxo-6'-spiro[1H-indole-3,5'-pyrano[2,3-d]pyrimidine]carbonitrile","",2,"","","C17H13N5O4",351.317,351.097,0,"CN1C2=C(C(=O)N(C1=O)C)C3(C4=CC=CC=C4NC3=O)C(=C(O2)N)C#N","InChI=1S/C17H13N5O4/c1-21-13(23)11-14(22(2)16(21)25)26-12(19)9(7-18)17(11)8-5-3-4-6-10(8)20-15(17)24/h3-6H,19H2,1-2H3,(H,20,24)","NWAXQIGOONAAQX-UHFFFAOYSA-N","","","","",,false,0,"","","",0,"","",,"","","","","","","","","","","","","","","","","","","",,"","","","LSM-27640","","","","","","",,,,"","",,,,,,,,,"","","",,,"","","","","","","","","",,,,,,,,,,,,"","",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,
,"null","190","ChEBI_116217.1","2017-12-07 10:30:05","2017-12-07 10:30:05","","/home/biotech02/Downloads/organic heterobicyclic compound sdf","ChEBI_116217.sdf",1,"",,"",,,,,,,,,,,,,,,,,,,"CHEBI:116217","5,6-dimethyl-N-[2-methyl-2-(4-morpholinyl)propyl]-4-thieno[2,3-d]pyrimidinamine","",2,"","","C16H24N4OS",320.455,320.167,0,"CC1=C(SC2=NC=NC(=C12)NCC(C)(C)N3CCOCC3)C","InChI=1S/C16H24N4OS/c1-11-12(2)22-15-13(11)14(18-10-19-15)17-9-16(3,4)20-5-7-21-8-6-20/h10H,5-9H2,1-4H3,(H,17,18,19)","KQXYFFACRYKBSU-UHFFFAOYSA-N","","","","",,false,0,"","","",0,"","",,"","","","","","","","","","","","","","","","","","","",,"","","","LSM-27673","","","","","","",,,,"","",,,,,,,,,"","","",,,"","","","","","","","","",,,,,,,,,,,,"","",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,
,"null","191","ChEBI_116218.1","2017-12-07 10:30:06","2017-12-07 10:30:06","","/home/biotech02/Downloads/organic heterobicyclic compound sdf","ChEBI_116218.sdf",1,"",,"",,,,,,,,,,,,,,,,,,,"CHEBI:116218","2-[[3-[2-(diethylamino)ethyl]-4-oxo-[1]benzothiolo[3,2-d]pyrimidin-2-yl]thio]-N-(phenylmethyl)acetamide","",2,"","","C25H28N4O2S2",480.649,480.165,0,"CCN(CC)CCN1C(=O)C2=C(C3=CC=CC=C3S2)N=C1SCC(=O)NCC4=CC=CC=C4","InChI=1S/C25H28N4O2S2/c1-3-28(4-2)14-15-29-24(31)23-22(19-12-8-9-13-20(19)33-23)27-25(29)32-17-21(30)26-16-18-10-6-5-7-11-18/h5-13H,3-4,14-17H2,1-2H3,(H,26,30)","ZEWFJYBVIKDCCU-UHFFFAOYSA-N","","","","",,false,0,"","","",0,"","",,"","","","","","","","","","","","","","","","","","","",,"","","","LSM-27674","","","","","","",,,,"","",,,,,,,,,"","","",,,"","","","","","","","","",,,,,,,,,,,,"","",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,
,"null","192","ChEBI_116490.1","2017-12-07 10:30:06","2017-12-07 10:30:06","","/home/biotech02/Downloads/organic heterobicyclic compound sdf","ChEBI_116490.sdf",1,"",,"",,,,,,,,,,,,,,,,,,,"CHEBI:116490","2-[2-(dimethylamino)ethylthio]-6,6-dimethyl-5,8-dihydropyrano[4,5]thieno[1,2-c]pyrimidin-4-amine","",2,"","","C15H22N4OS2",338.494,338.124,0,"CC1(CC2=C(CO1)SC3=NC(=NC(=C23)N)SCCN(C)C)C","InChI=1S/C15H22N4OS2/c1-15(2)7-9-10(8-20-15)22-13-11(9)12(16)17-14(18-13)21-6-5-19(3)4/h5-8H2,1-4H3,(H2,16,17,18)","JDIXJTOGZIFVTO-UHFFFAOYSA-N","","","","",,false,0,"","","",0,"","",,"","","","","","","","","","","","","","","","","","","",,"","","","LSM-27945","","","","","","",,,,"","",,,,,,,,,"","","",,,"","","","","","","","","",,,,,,,,,,,,"","",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,
,"null","193","ChEBI_116535.1","2017-12-07 10:30:06","2017-12-07 10:30:06","","/home/biotech02/Downloads/organic heterobicyclic compound sdf","ChEBI_116535.sdf",1,"",,"",,,,,,,,,,,,,,,,,,,"CHEBI:116535","5,6-dimethyl-2-(prop-2-enylthio)-4-thieno[2,3-d]pyrimidinamine","",2,"","","C11H13N3S2",251.374,251.055,0,"CC1=C(SC2=NC(=NC(=C12)N)SCC=C)C","InChI=1S/C11H13N3S2/c1-4-5-15-11-13-9(12)8-6(2)7(3)16-10(8)14-11/h4H,1,5H2,2-3H3,(H2,12,13,14)","QNVCAWNRXRVYSQ-UHFFFAOYSA-N","","","","",,false,0,"","","",0,"","",,"","","","","","","","","","","","","","","","","","","",,"","","","LSM-27990","","","","","","",,,,"","",,,,,,,,,"","","",,,"","","","","","","","","",,,,,,,,,,,,"","",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,
,"null","194","ChEBI_116597.1","2017-12-07 10:30:06","2017-12-07 10:30:06","","/home/biotech02/Downloads/organic heterobicyclic compound sdf","ChEBI_116597.sdf",1,"",,"",,,,,,,,,,,,,,,,,,,"CHEBI:116597","3-(4-methoxyphenyl)-6-phenyl-4-thieno[2,3-d]pyrimidinone","",2,"","","C19H14N2O2S",334.393,334.078,0,"COC1=CC=C(C=C1)N2C=NC3=C(C2=O)C=C(S3)C4=CC=CC=C4","InChI=1S/C19H14N2O2S/c1-23-15-9-7-14(8-10-15)21-12-20-18-16(19(21)22)11-17(24-18)13-5-3-2-4-6-13/h2-12H,1H3","DPXOMSYGFJNGFP-UHFFFAOYSA-N","","","","",,false,0,"","","",0,"","",,"","","","","","","","","","","","","","","","","","","",,"","","","LSM-28052","","","","","","",,,,"","",,,,,,,,,"","","",,,"","","","","","","","","",,,,,,,,,,,,"","",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,
,"null","195","ChEBI_116655.1","2017-12-07 10:30:06","2017-12-07 10:30:06","","/home/biotech02/Downloads/organic heterobicyclic compound sdf","ChEBI_116655.sdf",1,"",,"",,,,,,,,,,,,,,,,,,,"CHEBI:116655","4-methyl-5-thieno[3,2-b]pyrrolecarboxylic acid [2-oxo-2-(thiophen-2-ylmethylamino)ethyl] ester","",2,"","","C15H14N2O3S2",334.416,334.045,0,"CN1C2=C(C=C1C(=O)OCC(=O)NCC3=CC=CS3)SC=C2","InChI=1S/C15H14N2O3S2/c1-17-11-4-6-22-13(11)7-12(17)15(19)20-9-14(18)16-8-10-3-2-5-21-10/h2-7H,8-9H2,1H3,(H,16,18)","CKTQOTBBJHKELS-UHFFFAOYSA-N","","","","",,false,0,"","","",0,"","",,"","","","","","","","","","","","","","","","","","","",,"","","","LSM-28110","","","","","","",,,,"","",,,,,,,,,"","","",,,"","","","","","","","","",,,,,,,,,,,,"","",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,
,"null","196","ChEBI_116830.1","2017-12-07 10:30:06","2017-12-07 10:30:06","","/home/biotech02/Downloads/organic heterobicyclic compound sdf","ChEBI_116830.sdf",1,"",,"",,,,,,,,,,,,,,,,,,,"CHEBI:116830","3-(2,4-dioxo-1H-thieno[3,2-d]pyrimidin-3-yl)-N-(3-fluoro-4-methylphenyl)propanamide","",2,"","","C16H14FN3O3S",347.366,347.074,0,"CC1=C(C=C(C=C1)NC(=O)CCN2C(=O)C3=C(C=CS3)NC2=O)F","InChI=1S/C16H14FN3O3S/c1-9-2-3-10(8-11(9)17)18-13(21)4-6-20-15(22)14-12(5-7-24-14)19-16(20)23/h2-3,5,7-8H,4,6H2,1H3,(H,18,21)(H,19,23)","OZFGCUYQWRVYFG-UHFFFAOYSA-N","","","","",,false,0,"","","",0,"","",,"","","","","","","","","","","","","","","","","","","",,"","","","LSM-28281","","","","","","",,,,"","",,,,,,,,,"","","",,,"","","","","","","","","",,,,,,,,,,,,"","",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,
,"null","197","ChEBI_116831.1","2017-12-07 10:30:06","2017-12-07 10:30:06","","/home/biotech02/Downloads/organic heterobicyclic compound sdf","ChEBI_116831.sdf",1,"",,"",,,,,,,,,,,,,,,,,,,"CHEBI:116831","2-(butylamino)-3-(3-chlorophenyl)-7-methyl-6,8-dihydro-5H-pyrido[2,3]thieno[2,4-b]pyrimidin-4-one","",2,"","","C20H23ClN4OS",402.943,402.128,0,"CCCCNC1=NC2=C(C3=C(S2)CN(CC3)C)C(=O)N1C4=CC(=CC=C4)Cl","InChI=1S/C20H23ClN4OS/c1-3-4-9-22-20-23-18-17(15-8-10-24(2)12-16(15)27-18)19(26)25(20)14-7-5-6-13(21)11-14/h5-7,11H,3-4,8-10,12H2,1-2H3,(H,22,23)","YJZZHJOWLMDHPY-UHFFFAOYSA-N","","","","",,false,0,"","","",0,"","",,"","","","","","","","","","","","","","","","","","","",,"","","","LSM-28282","","","","","","",,,,"","",,,,,,,,,"","","",,,"","","","","","","","","",,,,,,,,,,,,"","",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,
,"null","198","ChEBI_116842.1","2017-12-07 10:30:06","2017-12-07 10:30:06","","/home/biotech02/Downloads/organic heterobicyclic compound sdf","ChEBI_116842.sdf",1,"",,"",,,,,,,,,,,,,,,,,,,"CHEBI:116842","2-[(3-ethyl-7-methyl-4-oxo-6,8-dihydro-5H-pyrido[2,3]thieno[2,4-b]pyrimidin-2-yl)thio]-N-(2-phenylethyl)acetamide","",2,"","","C22H26N4O2S2",442.600,442.150,0,"CCN1C(=O)C2=C(N=C1SCC(=O)NCCC3=CC=CC=C3)SC4=C2CCN(C4)C","InChI=1S/C22H26N4O2S2/c1-3-26-21(28)19-16-10-12-25(2)13-17(16)30-20(19)24-22(26)29-14-18(27)23-11-9-15-7-5-4-6-8-15/h4-8H,3,9-14H2,1-2H3,(H,23,27)","CVXKZFZOXXAXPZ-UHFFFAOYSA-N","","","","",,false,0,"","","",0,"","",,"","","","","","","","","","","","","","","","","","","",,"","","","LSM-28293","","","","","","",,,,"","",,,,,,,,,"","","",,,"","","","","","","","","",,,,,,,,,,,,"","",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,
,"null","199","ChEBI_116864.1","2017-12-07 10:30:06","2017-12-07 10:30:06","","/home/biotech02/Downloads/organic heterobicyclic compound sdf","ChEBI_116864.sdf",1,"",,"",,,,,,,,,,,,,,,,,,,"CHEBI:116864","2-[(7-methyl-4-oxo-3-phenyl-6,8-dihydro-5H-pyrido[2,3]thieno[2,4-b]pyrimidin-2-yl)thio]acetic acid methyl ester","",2,"","","C19H19N3O3S2",401.505,401.087,0,"CN1CCC2=C(C1)SC3=C2C(=O)N(C(=N3)SCC(=O)OC)C4=CC=CC=C4","InChI=1S/C19H19N3O3S2/c1-21-9-8-13-14(10-21)27-17-16(13)18(24)22(12-6-4-3-5-7-12)19(20-17)26-11-15(23)25-2/h3-7H,8-11H2,1-2H3","HPFNNMYQYRUSQR-UHFFFAOYSA-N","","","","",,false,0,"","","",0,"","",,"","","","","","","","","","","","","","","","","","","",,"","","","LSM-28315","","","","","","",,,,"","",,,,,,,,,"","","",,,"","","","","","","","","",,,,,,,,,,,,"","",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,
,"null","200","ChEBI_116882.1","2017-12-07 10:30:06","2017-12-07 10:30:06","","/home/biotech02/Downloads/organic heterobicyclic compound sdf","ChEBI_116882.sdf",1,"",,"",,,,,,,,,,,,,,,,,,,"CHEBI:116882","N-[[4-(dimethylamino)phenyl]methyl]-3-ethyl-N-(2-furanylmethyl)-5-methyl-4-oxo-6-thieno[2,3-d]pyrimidinecarboxamide","",2,"","","C24H26N4O3S",450.555,450.173,0,"CCN1C=NC2=C(C1=O)C(=C(S2)C(=O)N(CC3=CC=C(C=C3)N(C)C)CC4=CC=CO4)C","InChI=1S/C24H26N4O3S/c1-5-27-15-25-22-20(23(27)29)16(2)21(32-22)24(30)28(14-19-7-6-12-31-19)13-17-8-10-18(11-9-17)26(3)4/h6-12,15H,5,13-14H2,1-4H3","HSNLMXNAMXJLIR-UHFFFAOYSA-N","","","","",,false,0,"","","",0,"","",,"","","","","","","","","","","","","","","","","","","",,"","","","LSM-28333","","","","","","",,,,"","",,,,,,,,,"","","",,,"","","","","","","","","",,,,,,,,,,,,"","",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,
,"null","201","ChEBI_116895.1","2017-12-07 10:30:07","2017-12-07 10:30:07","","/home/biotech02/Downloads/organic heterobicyclic compound sdf","ChEBI_116895.sdf",1,"",,"",,,,,,,,,,,,,,,,,,,"CHEBI:116895","2-furanyl-[4-[(6-hydroxy-2-methyl-5-thiazolo[3,2-b][1,2,4]triazolyl)-thiophen-2-ylmethyl]-1-piperazinyl]methanone","",2,"","","C19H19N5O3S2",429.519,429.093,0,"CC1=NN2C(=C(SC2=N1)C(C3=CC=CS3)N4CCN(CC4)C(=O)C5=CC=CO5)O","InChI=1S/C19H19N5O3S2/c1-12-20-19-24(21-12)18(26)16(29-19)15(14-5-3-11-28-14)22-6-8-23(9-7-22)17(25)13-4-2-10-27-13/h2-5,10-11,15,26H,6-9H2,1H3","HTOVIECVYFLKKU-UHFFFAOYSA-N","","","","",,false,0,"","","",0,"","",,"","","","","","","","","","","","","","","","","","","",,"","","","LSM-28346","","","","","","",,,,"","",,,,,,,,,"","","",,,"","","","","","","","","",,,,,,,,,,,,"","",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,
,"null","202","ChEBI_117098.1","2017-12-07 10:30:07","2017-12-07 10:30:07","","/home/biotech02/Downloads/organic heterobicyclic compound sdf","ChEBI_117098.sdf",1,"",,"",,,,,,,,,,,,,,,,,,,"CHEBI:117098","2-[[(6-methyl-5-oxo-2H-1,2,4-triazin-3-yl)thio]methyl]-5,6,7,8-tetrahydro-3H-[1]benzothiolo[2,3-d]pyrimidin-4-one","",2,"","","C15H15N5O2S2",361.445,361.067,0,"CC1=NNC(=NC1=O)SCC2=NC3=C(C4=C(S3)CCCC4)C(=O)N2","InChI=1S/C15H15N5O2S2/c1-7-12(21)18-15(20-19-7)23-6-10-16-13(22)11-8-4-2-3-5-9(8)24-14(11)17-10/h2-6H2,1H3,(H,16,17,22)(H,18,20,21)","KJKHBRAIWVBQQD-UHFFFAOYSA-N","","","","",,false,0,"","","",0,"","",,"","","","","","","","","","","","","","","","","","","",,"","","","LSM-28545","","","","","","",,,,"","",,,,,,,,,"","","",,,"","","","","","","","","",,,,,,,,,,,,"","",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,
,"null","203","ChEBI_117196.1","2017-12-07 10:30:07","2017-12-07 10:30:07","","/home/biotech02/Downloads/organic heterobicyclic compound sdf","ChEBI_117196.sdf",1,"",,"",,,,,,,,,,,,,,,,,,,"CHEBI:117196","N-(1,3-benzodioxol-5-yl)-2-[[3-(2-methoxyphenyl)-4-oxo-6,7-dihydrothieno[3,2-d]pyrimidin-2-yl]thio]acetamide","",2,"","","C22H19N3O5S2",469.536,469.077,0,"COC1=CC=CC=C1N2C(=O)C3=C(CCS3)N=C2SCC(=O)NC4=CC5=C(C=C4)OCO5","InChI=1S/C22H19N3O5S2/c1-28-16-5-3-2-4-15(16)25-21(27)20-14(8-9-31-20)24-22(25)32-11-19(26)23-13-6-7-17-18(10-13)30-12-29-17/h2-7,10H,8-9,11-12H2,1H3,(H,23,26)","OVTRWWAFZIYZGF-UHFFFAOYSA-N","","","","",,false,0,"","","",0,"","",,"","","","","","","","","","","","","","","","","","","",,"","","","LSM-28645","","","","","","",,,,"","",,,,,,,,,"","","",,,"","","","","","","","","",,,,,,,,,,,,"","",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,
,"null","204","ChEBI_119786.1","2017-12-07 10:30:07","2017-12-07 10:30:07","","/home/biotech02/Downloads/organic heterobicyclic compound sdf","ChEBI_119786.sdf",1,"",,"",,,,,,,,,,,,,,,,,,,"CHEBI:119786","2-[(3,6-dimethyl-4-oxo-2-thieno[2,3-d]pyrimidinyl)thio]-N-(4-methylphenyl)acetamide","",2,"","","C17H17N3O2S2",359.469,359.076,0,"CC1=CC=C(C=C1)NC(=O)CSC2=NC3=C(C=C(S3)C)C(=O)N2C","InChI=1S/C17H17N3O2S2/c1-10-4-6-12(7-5-10)18-14(21)9-23-17-19-15-13(8-11(2)24-15)16(22)20(17)3/h4-8H,9H2,1-3H3,(H,18,21)","ABBQHFLHBVNVMX-UHFFFAOYSA-N","","","","",,false,0,"","","",0,"","",,"","","","","","","","","","","","","","","","","","","",,"","","","LSM-31230","","","","","","",,,,"","",,,,,,,,,"","","",,,"","","","","","","","","",,,,,,,,,,,,"","",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,
,"null","205","ChEBI_119870.1","2017-12-07 10:30:07","2017-12-07 10:30:07","","/home/biotech02/Downloads/organic heterobicyclic compound sdf","ChEBI_119870.sdf",1,"",,"",,,,,,,,,,,,,,,,,,,"CHEBI:119870","2-[(3-ethyl-6-methyl-4-oxo-6,7-dihydrothieno[3,2-d]pyrimidin-2-yl)thio]-N-[5-(ethylthio)-1,3,4-thiadiazol-2-yl]acetamide","",2,"","","C15H19N5O2S4",429.609,429.042,0,"CCN1C(=O)C2=C(CC(S2)C)N=C1SCC(=O)NC3=NN=C(S3)SCC","InChI=1S/C15H19N5O2S4/c1-4-20-12(22)11-9(6-8(3)25-11)16-14(20)24-7-10(21)17-13-18-19-15(26-13)23-5-2/h8H,4-7H2,1-3H3,(H,17,18,21)","GPRJQOQOYLDMRI-UHFFFAOYSA-N","","","","",,false,0,"","","",0,"","",,"","","","","","","","","","","","","","","","","","","",,"","","","LSM-31314","","","","","","",,,,"","",,,,,,,,,"","","",,,"","","","","","","","","",,,,,,,,,,,,"","",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,
,"null","206","ChEBI_119950.1","2017-12-07 10:30:07","2017-12-07 10:30:07","","/home/biotech02/Downloads/organic heterobicyclic compound sdf","ChEBI_119950.sdf",1,"",,"",,,,,,,,,,,,,,,,,,,"CHEBI:119950","2-(3-methoxyphenyl)-3,5,6,7,8,9-hexahydrocyclohepta[2,3]thieno[2,4-b]pyrimidin-4-one","",2,"","","C18H18N2O2S",326.414,326.109,0,"COC1=CC=CC(=C1)C2=NC3=C(C4=C(S3)CCCCC4)C(=O)N2","InChI=1S/C18H18N2O2S/c1-22-12-7-5-6-11(10-12)16-19-17(21)15-13-8-3-2-4-9-14(13)23-18(15)20-16/h5-7,10H,2-4,8-9H2,1H3,(H,19,20,21)","OHQNHGDOKOMLFS-UHFFFAOYSA-N","","","","",,false,0,"","","",0,"","",,"","","","","","","","","","","","","","","","","","","",,"","","","LSM-31393","","","","","","",,,,"","",,,,,,,,,"","","",,,"","","","","","","","","",,,,,,,,,,,,"","",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,
