"Stars","Title","Entry ID","Entry Name","Date Added","Date Modified","PDB format version","Source Path","Source File","Source File Index","entry id backup","prepared","prepared with version","assigned bond orders","added hydrogens","treated metals","created disulfur","deleted far waters","ran protassign","Potential Energy-OPLS 2005","RMS Derivative-OPLS 2005","Max Derivative-OPLS 2005","Stretch Energy-OPLS 2005","Bend Energy-OPLS 2005","LJ-14 Energy-OPLS 2005","El-14 Energy-OPLS 2005","Van der Waals Energy-OPLS 2005","Electrostatic Energy-OPLS 2005","Dihedral Energy-OPLS 2005","target temperature","ran impref","removed non hbond waters","ID","NAME","DEFINITION","STAR","SYNONYM","IUPAC_NAME","FORMULA","MASS","MONOISOTOPIC_MASS","CHARGE","SMILES","INCHI","INCHIKEY","CAS_REGISTRY_NUMBER","KEGG_COMPOUND_ACCESSION","KNAPSACK_ACCESSION","AGRICOLA_CITATION","PUBMED_CITATION","chiral flag","version","Chirality 1","Chirality 2","Chirality 3","ct enhanced stereo status","SECONDARY_ID","INN","REAXYS_REGISTRY_NUMBER","CHEMIDPLUS","DRUGBANK_ACCESSION","KEGG_DRUG_ACCESSION","PDBECHEM_ACCESSION","PUBMED_CITATION-1","Chirality 4","Chirality 5","Chirality 6","Chirality 7","Chirality 8","Chirality 9","Chirality 10","Chirality 11","Chirality 12","Chirality 13","Chirality 14","Chirality 15","Chirality 16","Chirality 17","BEILSTEIN_REGISTRY_NUMBER","HMDB_ACCESSION","NIST_CHEMISTRY_WEBBOOK","WIKIPEDIA_ACCESSION","LINCS_ACCESSION","METACYC_ACCESSION","BRAND_NAME","PESTICIDES_ACCESSION","AtomNumChirality 1","PUBMED_CENTRAL_CITATION","source file","source file index","mmshare version","flags","input","cmdline","tautomer probability","Ionization Penalty","Ionization Penalty Charging","Ionization Penalty Neutral","State Penalty","Charging Adjusted Penalty","Tot Q","Tot abs Q","EZ 1","EZ 2","Force Field","Energy","Chiralities Consistent","Variant","Job Name","Chemistry Notes","EZ 3","EZ 4","EZ 5","EZ 6","EZ 7","EZ 8","SiteScore","size","Dscore","volume","exposure","enclosure","contact","phobic","philic","balance","don/acc","residues","residues asl","grid version","gridbox xcent","gridbox ycent","gridbox zcent","gridbox xrange","gridbox yrange","gridbox zrange","gridbox ligxrange","gridbox ligyrange","gridbox ligzrange","receptor","glide gridfile","glide lignum","glide rotatable bonds","docking score","glide ligand efficiency","glide ligand efficiency sa","glide ligand efficiency ln","glide gscore","glide lipo","glide hbond","glide metal","glide rewards","glide evdw","glide ecoul","glide erotb","glide esite","glide emodel","glide energy","glide einternal","glide confnum","glide posenum","glide eff state penalty"
,"null","127","ChEBI_107247.1","2017-12-07 13:20:34","2017-12-07 13:20:34","","/home/biotech02/Downloads/organic heterobicyclic compound sdf","ChEBI_107247.sdf",1,"",,"",,,,,,,,,,,,,,,,,,,,"CHEBI:107247","2-(2-furanyl)-5,6,7,8-tetrahydro-3H-[1]benzothiolo[2,3-d]pyrimidin-4-one","",2,"","","C14H12N2O2S",272.324,272.062,0,"C1CCC2=C(C1)C3=C(S2)N=C(NC3=O)C4=CC=CO4","InChI=1S/C14H12N2O2S/c17-13-11-8-4-1-2-6-10(8)19-14(11)16-12(15-13)9-5-3-7-18-9/h3,5,7H,1-2,4,6H2,(H,15,16,17)","JCOZCJBKRYCGGJ-UHFFFAOYSA-N","","","","",,false,0,"","","",0,"","",,"","","","","","","","","","","","","","","","","","","",,"","","","LSM-18601","","","","","","",,,,"","",,,,,,,,,"","","",,,"","","","","","","","","",,,,,,,,,,,,"","",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,
,"null","128","ChEBI_107316.1","2017-12-07 13:20:34","2017-12-07 13:20:34","","/home/biotech02/Downloads/organic heterobicyclic compound sdf","ChEBI_107316.sdf",1,"",,"",,,,,,,,,,,,,,,,,,,,"CHEBI:107316","4-(phenylmethylthio)thieno[2,3-d]pyrimidine","",2,"","","C13H10N2S2",258.365,258.029,0,"C1=CC=C(C=C1)CSC2=NC=NC3=C2C=CS3","InChI=1S/C13H10N2S2/c1-2-4-10(5-3-1)8-17-13-11-6-7-16-12(11)14-9-15-13/h1-7,9H,8H2","GEIHZHQRXYKYAE-UHFFFAOYSA-N","","","","",,false,0,"","","",0,"","",,"","","","","","","","","","","","","","","","","","","",,"","","","LSM-18670","","","","","","",,,,"","",,,,,,,,,"","","",,,"","","","","","","","","",,,,,,,,,,,,"","",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,
,"null","129","ChEBI_107370.1","2017-12-07 13:20:34","2017-12-07 13:20:34","","/home/biotech02/Downloads/organic heterobicyclic compound sdf","ChEBI_107370.sdf",1,"",,"",,,,,,,,,,,,,,,,,,,,"CHEBI:107370","2-[(3,5-dimethyl-4-isoxazolyl)methylthio]-3-prop-2-enyl-5,6,7,8-tetrahydro-[1]benzothiolo[2,3-d]pyrimidin-4-one","",2,"","","C19H21N3O2S2",387.522,387.108,0,"CC1=C(C(=NO1)C)CSC2=NC3=C(C4=C(S3)CCCC4)C(=O)N2CC=C","InChI=1S/C19H21N3O2S2/c1-4-9-22-18(23)16-13-7-5-6-8-15(13)26-17(16)20-19(22)25-10-14-11(2)21-24-12(14)3/h4H,1,5-10H2,2-3H3","XKMDKNYRNXJPLF-UHFFFAOYSA-N","","","","",,false,0,"","","",0,"","",,"","","","","","","","","","","","","","","","","","","",,"","","","LSM-18724","","","","","","",,,,"","",,,,,,,,,"","","",,,"","","","","","","","","",,,,,,,,,,,,"","",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,
,"null","130","ChEBI_107385.1","2017-12-07 13:20:34","2017-12-07 13:20:34","","/home/biotech02/Downloads/organic heterobicyclic compound sdf","ChEBI_107385.sdf",1,"",,"",,,,,,,,,,,,,,,,,,,,"CHEBI:107385","3-methyl-N-[(4-methylphenyl)methyl]-7,8-dihydro-6H-cyclopenta[4,5]thieno[1,2-c]pyrimidin-1-amine","",2,"","","C18H19N3S",309.430,309.130,0,"CC1=CC=C(C=C1)CNC2=C3C4=C(CCC4)SC3=NC(=N2)C","InChI=1S/C18H19N3S/c1-11-6-8-13(9-7-11)10-19-17-16-14-4-3-5-15(14)22-18(16)21-12(2)20-17/h6-9H,3-5,10H2,1-2H3,(H,19,20,21)","JVIJQIPKGUVYES-UHFFFAOYSA-N","","","","",,false,0,"","","",0,"","",,"","","","","","","","","","","","","","","","","","","",,"","","","LSM-18739","","","","","","",,,,"","",,,,,,,,,"","","",,,"","","","","","","","","",,,,,,,,,,,,"","",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,
,"null","131","ChEBI_107428.1","2017-12-07 13:20:34","2017-12-07 13:20:34","","/home/biotech02/Downloads/organic heterobicyclic compound sdf","ChEBI_107428.sdf",1,"",,"",,,,,,,,,,,,,,,,,,,,"CHEBI:107428","6-[(4-fluorophenyl)methyl]-5,7-dimethyl-2H-pyrrolo[3,4-d]pyridazin-1-one","",2,"","","C15H14FN3O",271.290,271.112,0,"CC1=C2C=NNC(=O)C2=C(N1CC3=CC=C(C=C3)F)C","InChI=1S/C15H14FN3O/c1-9-13-7-17-18-15(20)14(13)10(2)19(9)8-11-3-5-12(16)6-4-11/h3-7H,8H2,1-2H3,(H,18,20)","FOJBATYLECKUFU-UHFFFAOYSA-N","","","","",,false,0,"","","",0,"","",,"","","","","","","","","","","","","","","","","","","",,"","","","LSM-18782","","","","","","",,,,"","",,,,,,,,,"","","",,,"","","","","","","","","",,,,,,,,,,,,"","",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,
,"null","132","ChEBI_107592.1","2017-12-07 13:20:34","2017-12-07 13:20:34","","/home/biotech02/Downloads/organic heterobicyclic compound sdf","ChEBI_107592.sdf",1,"",,"",,,,,,,,,,,,,,,,,,,,"CHEBI:107592","N-(4-chlorophenyl)-2-[3-(2-furanylmethyl)-4-imino-6,6-dimethyl-2-oxo-5,8-dihydropyrano[2,3]thieno[2,4-b]pyrimidin-1-yl]acetamide","",2,"","","C24H23ClN4O4S",498.984,498.113,0,"CC1(CC2=C(CO1)SC3=C2C(=N)N(C(=O)N3CC(=O)NC4=CC=C(C=C4)Cl)CC5=CC=CO5)C","InChI=1S/C24H23ClN4O4S/c1-24(2)10-17-18(13-33-24)34-22-20(17)21(26)28(11-16-4-3-9-32-16)23(31)29(22)12-19(30)27-15-7-5-14(25)6-8-15/h3-9,26H,10-13H2,1-2H3,(H,27,30)","GTMNRQVYUQDJKF-UHFFFAOYSA-N","","","","",,false,0,"","","",0,"","",,"","","","","","","","","","","","","","","","","","","",,"","","","LSM-18948","","","","","","",,,,"","",,,,,,,,,"","","",,,"","","","","","","","","",,,,,,,,,,,,"","",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,
,"null","133","ChEBI_107680.1","2017-12-07 13:20:34","2017-12-07 13:20:34","","/home/biotech02/Downloads/organic heterobicyclic compound sdf","ChEBI_107680.sdf",1,"",,"",,,,,,,,,,,,,,,,,,,,"CHEBI:107680","[5,6-dimethyl-3-(pyridin-4-ylmethyl)-2,4-dihydrothieno[2,3-d]pyrimidin-1-yl]-(2-furanyl)methanone","",2,"","","C19H19N3O2S",353.440,353.120,0,"CC1=C(SC2=C1CN(CN2C(=O)C3=CC=CO3)CC4=CC=NC=C4)C","InChI=1S/C19H19N3O2S/c1-13-14(2)25-19-16(13)11-21(10-15-5-7-20-8-6-15)12-22(19)18(23)17-4-3-9-24-17/h3-9H,10-12H2,1-2H3","XVIRJCHXURZDMW-UHFFFAOYSA-N","","","","",,false,0,"","","",0,"","",,"","","","","","","","","","","","","","","","","","","",,"","","","LSM-19059","","","","","","",,,,"","",,,,,,,,,"","","",,,"","","","","","","","","",,,,,,,,,,,,"","",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,
,"null","134","ChEBI_107702.1","2017-12-07 13:20:34","2017-12-07 13:20:34","","/home/biotech02/Downloads/organic heterobicyclic compound sdf","ChEBI_107702.sdf",1,"",,"",,,,,,,,,,,,,,,,,,,,"CHEBI:107702","3-ethyl-5-methyl-4-oxo-6-thieno[2,3-d]pyrimidinecarboxylic acid","",2,"","","C10H10N2O3S",238.264,238.041,0,"CCN1C=NC2=C(C1=O)C(=C(S2)C(=O)O)C","InChI=1S/C10H10N2O3S/c1-3-12-4-11-8-6(9(12)13)5(2)7(16-8)10(14)15/h4H,3H2,1-2H3,(H,14,15)","SXQISXMEDDDZKV-UHFFFAOYSA-N","","","","",,false,0,"","","",0,"","",,"","","","","","","","","","","","","","","","","","","",,"","","","LSM-19081","","","","","","",,,,"","",,,,,,,,,"","","",,,"","","","","","","","","",,,,,,,,,,,,"","",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,
,"null","135","ChEBI_107721.1","2017-12-07 13:20:34","2017-12-07 13:20:34","","/home/biotech02/Downloads/organic heterobicyclic compound sdf","ChEBI_107721.sdf",1,"",,"",,,,,,,,,,,,,,,,,,,,"CHEBI:107721","3,7-dimethyl-2-(methylthio)-5,6,7,8-tetrahydro-[1]benzothiolo[2,3-d]pyrimidin-4-one","",2,"","","C13H16N2OS2",280.412,280.070,0,"CC1CCC2=C(C1)SC3=C2C(=O)N(C(=N3)SC)C","InChI=1S/C13H16N2OS2/c1-7-4-5-8-9(6-7)18-11-10(8)12(16)15(2)13(14-11)17-3/h7H,4-6H2,1-3H3","CRDMGGMPKRBXKH-UHFFFAOYSA-N","","","","",,false,0,"","","",0,"","",,"","","","","","","","","","","","","","","","","","","",,"","","","LSM-19100","","","","","","",,,,"","",,,,,,,,,"","","",,,"","","","","","","","","",,,,,,,,,,,,"","",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,
,"null","136","ChEBI_107884.1","2017-12-07 13:20:34","2017-12-07 13:20:34","","/home/biotech02/Downloads/organic heterobicyclic compound sdf","ChEBI_107884.sdf",1,"",,"",,,,,,,,,,,,,,,,,,,,"CHEBI:107884","N-cyclohexyl-N,4-dimethyl-5-thieno[3,2-b]pyrrolecarboxamide","",2,"","","C15H20N2OS",276.399,276.130,0,"CN1C2=C(C=C1C(=O)N(C)C3CCCCC3)SC=C2","InChI=1S/C15H20N2OS/c1-16(11-6-4-3-5-7-11)15(18)13-10-14-12(17(13)2)8-9-19-14/h8-11H,3-7H2,1-2H3","AKTYXVQVZJLCEL-UHFFFAOYSA-N","","","","",,false,0,"","","",0,"","",,"","","","","","","","","","","","","","","","","","","",,"","","","LSM-19261","","","","","","",,,,"","",,,,,,,,,"","","",,,"","","","","","","","","",,,,,,,,,,,,"","",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,
,"null","137","ChEBI_107906.1","2017-12-07 13:20:34","2017-12-07 13:20:34","","/home/biotech02/Downloads/organic heterobicyclic compound sdf","ChEBI_107906.sdf",1,"",,"",,,,,,,,,,,,,,,,,,,,"CHEBI:107906","1-oxo-2-benzothiopyran-3-carboxylic acid methyl ester","",2,"","","C11H8O3S",220.246,220.019,0,"COC(=O)C1=CC2=CC=CC=C2C(=O)S1","InChI=1S/C11H8O3S/c1-14-10(12)9-6-7-4-2-3-5-8(7)11(13)15-9/h2-6H,1H3","LXCBRCMMHXRQIR-UHFFFAOYSA-N","","","","",,false,0,"","","",0,"","",,"","","","","","","","","","","","","","","","","","","",,"","","","LSM-19283","","","","","","",,,,"","",,,,,,,,,"","","",,,"","","","","","","","","",,,,,,,,,,,,"","",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,
,"null","138","ChEBI_108047.1","2017-12-07 13:20:35","2017-12-07 13:20:35","","/home/biotech02/Downloads/organic heterobicyclic compound sdf","ChEBI_108047.sdf",1,"",,"",,,,,,,,,,,,,,,,,,,,"CHEBI:108047","3-(2-furanylmethyl)-5,6-dimethyl-2-[(3-methylphenyl)methylthio]-4-thieno[2,3-d]pyrimidinone","",2,"","","C21H20N2O2S2",396.529,396.097,0,"CC1=CC(=CC=C1)CSC2=NC3=C(C(=C(S3)C)C)C(=O)N2CC4=CC=CO4","InChI=1S/C21H20N2O2S2/c1-13-6-4-7-16(10-13)12-26-21-22-19-18(14(2)15(3)27-19)20(24)23(21)11-17-8-5-9-25-17/h4-10H,11-12H2,1-3H3","ZYGAMWVVETZRIU-UHFFFAOYSA-N","","","","",,false,0,"","","",0,"","",,"","","","","","","","","","","","","","","","","","","",,"","","","LSM-19424","","","","","","",,,,"","",,,,,,,,,"","","",,,"","","","","","","","","",,,,,,,,,,,,"","",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,
,"null","139","ChEBI_108260.1","2017-12-07 13:20:35","2017-12-07 13:20:35","","/home/biotech02/Downloads/organic heterobicyclic compound sdf","ChEBI_108260.sdf",1,"",,"",,,,,,,,,,,,,,,,,,,,"CHEBI:108260","LSM-19637","",2,"","","C24H34N6OS2",486.699,486.224,0,"CCN(CC)CCNC1=NC=NC2=C1SC3=NC(=C4CSC(CC4=C23)(C)C)N5CCOCC5","InChI=1S/C24H34N6OS2/c1-5-29(6-2)8-7-25-21-20-19(26-15-27-21)18-16-13-24(3,4)32-14-17(16)22(28-23(18)33-20)30-9-11-31-12-10-30/h15H,5-14H2,1-4H3,(H,25,26,27)","IXJCEFRSLCTOIL-UHFFFAOYSA-N","","","","",,false,0,"","","",0,"","",,"","","","","","","","","","","","","","","","","","","",,"","","","LSM-19637","","","","","","",,,,"","",,,,,,,,,"","","",,,"","","","","","","","","",,,,,,,,,,,,"","",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,
,"null","140","ChEBI_108269.1","2017-12-07 13:20:35","2017-12-07 13:20:35","","/home/biotech02/Downloads/organic heterobicyclic compound sdf","ChEBI_108269.sdf",1,"",,"",,,,,,,,,,,,,,,,,,,,"CHEBI:108269","5-[2-furanyl(4-morpholinyl)methyl]-2-methyl-6-thiazolo[3,2-b][1,2,4]triazolol","",2,"","","C14H16N4O3S",320.368,320.094,0,"CC1=NN2C(=C(SC2=N1)C(C3=CC=CO3)N4CCOCC4)O","InChI=1S/C14H16N4O3S/c1-9-15-14-18(16-9)13(19)12(22-14)11(10-3-2-6-21-10)17-4-7-20-8-5-17/h2-3,6,11,19H,4-5,7-8H2,1H3","AVSQPCDYTBQJQM-UHFFFAOYSA-N","","","","",,false,0,"","","",0,"","",,"","","","","","","","","","","","","","","","","","","",,"","","","LSM-19646","","","","","","",,,,"","",,,,,,,,,"","","",,,"","","","","","","","","",,,,,,,,,,,,"","",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,
,"null","141","ChEBI_108400.1","2017-12-07 13:20:35","2017-12-07 13:20:35","","/home/biotech02/Downloads/organic heterobicyclic compound sdf","ChEBI_108400.sdf",1,"",,"",,,,,,,,,,,,,,,,,,,,"CHEBI:108400","LSM-19776","",2,"","","C21H24N4O3S",412.507,412.157,0,"CC12CCC(=O)N1C3=C(C(=O)N2)SC4=NC(=C5CCCCC5=C34)N6CCOCC6","InChI=1S/C21H24N4O3S/c1-21-7-6-14(26)25(21)16-15-12-4-2-3-5-13(12)18(24-8-10-28-11-9-24)22-20(15)29-17(16)19(27)23-21/h2-11H2,1H3,(H,23,27)","ZVEXIEYAKCXGHF-UHFFFAOYSA-N","","","","",,false,0,"","","",0,"","",,"","","","","","","","","","","","","","","","","","","",,"","","","LSM-19776","","","","","","",,,,"","",,,,,,,,,"","","",,,"","","","","","","","","",,,,,,,,,,,,"","",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,
,"null","142","ChEBI_108511.1","2017-12-07 13:20:35","2017-12-07 13:20:35","","/home/biotech02/Downloads/organic heterobicyclic compound sdf","ChEBI_108511.sdf",1,"",,"",,,,,,,,,,,,,,,,,,,,"CHEBI:108511","7-methyl-2-(trifluoromethyl)-6H-pyrazolo[1,5-a][1,3,5]triazin-4-one","",2,"","","C7H5F3N4O",218.136,218.042,0,"CC1=CC2=NC(=NC(=O)N2N1)C(F)(F)F","InChI=1S/C7H5F3N4O/c1-3-2-4-11-5(7(8,9)10)12-6(15)14(4)13-3/h2,13H,1H3","RPZHMEJQODPOBH-UHFFFAOYSA-N","","","","",,false,0,"","","",0,"","",,"","","","","","","","","","","","","","","","","","","",,"","","","LSM-19887","","","","","","",,,,"","",,,,,,,,,"","","",,,"","","","","","","","","",,,,,,,,,,,,"","",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,
,"null","143","ChEBI_108552.1","2017-12-07 13:20:35","2017-12-07 13:20:35","","/home/biotech02/Downloads/organic heterobicyclic compound sdf","ChEBI_108552.sdf",1,"",,"",,,,,,,,,,,,,,,,,,,,"CHEBI:108552","N-(3-hydroxypropyl)-4-[(1-oxo-2,6,7,8-tetrahydrocyclopenta[2,3]thieno[2,4-b]pyrimidin-3-yl)thio]butanamide","",2,"","","C16H21N3O3S2",367.489,367.102,0,"C1CC2=C(C1)SC3=C2C(=O)NC(=N3)SCCCC(=O)NCCCO","InChI=1S/C16H21N3O3S2/c20-8-3-7-17-12(21)6-2-9-23-16-18-14(22)13-10-4-1-5-11(10)24-15(13)19-16/h20H,1-9H2,(H,17,21)(H,18,19,22)","KJHZCXRCOSUQKQ-UHFFFAOYSA-N","","","","",,false,0,"","","",0,"","",,"","","","","","","","","","","","","","","","","","","",,"","","","LSM-19926","","","","","","",,,,"","",,,,,,,,,"","","",,,"","","","","","","","","",,,,,,,,,,,,"","",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,
,"null","144","ChEBI_108954.1","2017-12-07 13:20:35","2017-12-07 13:20:35","","/home/biotech02/Downloads/organic heterobicyclic compound sdf","ChEBI_108954.sdf",1,"",,"",,,,,,,,,,,,,,,,,,,,"CHEBI:108954","4-[2-[(4-fluorophenyl)methylamino]-2-oxoethyl]-2-methyl-5-thieno[3,2-b]pyrrolecarboxylic acid ethyl ester","",2,"","","C19H19FN2O3S",374.431,374.110,0,"CCOC(=O)C1=CC2=C(N1CC(=O)NCC3=CC=C(C=C3)F)C=C(S2)C","InChI=1S/C19H19FN2O3S/c1-3-25-19(24)16-9-17-15(8-12(2)26-17)22(16)11-18(23)21-10-13-4-6-14(20)7-5-13/h4-9H,3,10-11H2,1-2H3,(H,21,23)","VFQIVKZUNCYPMP-UHFFFAOYSA-N","","","","",,false,0,"","","",0,"","",,"","","","","","","","","","","","","","","","","","","",,"","","","LSM-20352","","","","","","",,,,"","",,,,,,,,,"","","",,,"","","","","","","","","",,,,,,,,,,,,"","",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,
,"null","145","ChEBI_109068.1","2017-12-07 13:20:35","2017-12-07 13:20:35","","/home/biotech02/Downloads/organic heterobicyclic compound sdf","ChEBI_109068.sdf",1,"",,"",,,,,,,,,,,,,,,,,,,,"CHEBI:109068","7,9-dimethyl-2-(phenylmethylthio)-1H-pyrido[2,3]thieno[2,4-b]pyrimidin-4-one","",2,"","","C18H15N3OS2",353.464,353.066,0,"CC1=CC(=NC2=C1C3=C(S2)C(=O)N=C(N3)SCC4=CC=CC=C4)C","InChI=1S/C18H15N3OS2/c1-10-8-11(2)19-17-13(10)14-15(24-17)16(22)21-18(20-14)23-9-12-6-4-3-5-7-12/h3-8H,9H2,1-2H3,(H,20,21,22)","MKHGNZQMAWYBRF-UHFFFAOYSA-N","","","","",,false,0,"","","",0,"","",,"","","","","","","","","","","","","","","","","","","",,"","","","LSM-20466","","","","","","",,,,"","",,,,,,,,,"","","",,,"","","","","","","","","",,,,,,,,,,,,"","",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,
,"null","146","ChEBI_109092.1","2017-12-07 13:20:35","2017-12-07 13:20:35","","/home/biotech02/Downloads/organic heterobicyclic compound sdf","ChEBI_109092.sdf",1,"",,"",,,,,,,,,,,,,,,,,,,,"CHEBI:109092","2-[(5,6-dimethyl-4-thieno[2,3-d]pyrimidinyl)amino]-1-(4-nitrophenyl)ethanol","",2,"","","C16H16N4O3S",344.390,344.094,0,"CC1=C(SC2=NC=NC(=C12)NCC(C3=CC=C(C=C3)[N+](=O)[O-])O)C","InChI=1S/C16H16N4O3S/c1-9-10(2)24-16-14(9)15(18-8-19-16)17-7-13(21)11-3-5-12(6-4-11)20(22)23/h3-6,8,13,21H,7H2,1-2H3,(H,17,18,19)","AXWSXUZKVHSKRB-UHFFFAOYSA-N","","","","",,false,0,"","","",0,"","",,"","","","","","","","","","","","","","","","","","","",,"","","","LSM-20490","","","","","","",,,,"","",,,,,,,,,"","","",,,"","","","","","","","","",,,,,,,,,,,,"","",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,
,"null","147","ChEBI_109179.1","2017-12-07 13:20:35","2017-12-07 13:20:35","","/home/biotech02/Downloads/organic heterobicyclic compound sdf","ChEBI_109179.sdf",1,"",,"",,,,,,,,,,,,,,,,,,,,"CHEBI:109179","4-[2-[(2-ethoxy-2-oxoethyl)thio]-4-oxo-3-thieno[3,2-d]pyrimidinyl]-1-piperidinecarboxylic acid ethyl ester","",2,"","","C18H23N3O5S2",425.525,425.108,0,"CCOC(=O)CSC1=NC2=C(C(=O)N1C3CCN(CC3)C(=O)OCC)SC=C2","InChI=1S/C18H23N3O5S2/c1-3-25-14(22)11-28-17-19-13-7-10-27-15(13)16(23)21(17)12-5-8-20(9-6-12)18(24)26-4-2/h7,10,12H,3-6,8-9,11H2,1-2H3","JPHZZDRNXQZZMP-UHFFFAOYSA-N","","","","",,false,0,"","","",0,"","",,"","","","","","","","","","","","","","","","","","","",,"","","","LSM-20576","","","","","","",,,,"","",,,,,,,,,"","","",,,"","","","","","","","","",,,,,,,,,,,,"","",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,
,"null","148","ChEBI_109183.1","2017-12-07 13:20:35","2017-12-07 13:20:35","","/home/biotech02/Downloads/organic heterobicyclic compound sdf","ChEBI_109183.sdf",1,"",,"",,,,,,,,,,,,,,,,,,,,"CHEBI:109183","4-(7-methyl-5,6,7,8-tetrahydro-[1]benzothiolo[2,3-d]pyrimidin-4-yl)morpholine","",2,"","","C15H19N3OS",289.398,289.125,0,"CC1CCC2=C(C1)SC3=NC=NC(=C23)N4CCOCC4","InChI=1S/C15H19N3OS/c1-10-2-3-11-12(8-10)20-15-13(11)14(16-9-17-15)18-4-6-19-7-5-18/h9-10H,2-8H2,1H3","WYUXRKUQROPDTO-UHFFFAOYSA-N","","","","",,false,0,"","","",0,"","",,"","","","","","","","","","","","","","","","","","","",,"","","","LSM-20580","","","","","","",,,,"","",,,,,,,,,"","","",,,"","","","","","","","","",,,,,,,,,,,,"","",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,
,"null","149","ChEBI_109193.1","2017-12-07 13:20:35","2017-12-07 13:20:35","","/home/biotech02/Downloads/organic heterobicyclic compound sdf","ChEBI_109193.sdf",1,"",,"",,,,,,,,,,,,,,,,,,,,"CHEBI:109193","2-(2-furanyl)-5-[(2-methoxyphenyl)methylidene]-6-thiazolo[3,2-b][1,2,4]triazolone","",2,"","","C16H11N3O3S",325.344,325.052,0,"COC1=CC=CC=C1C=C2C(=O)N3C(=NC(=N3)C4=CC=CO4)S2","InChI=1S/C16H11N3O3S/c1-21-11-6-3-2-5-10(11)9-13-15(20)19-16(23-13)17-14(18-19)12-7-4-8-22-12/h2-9H,1H3","ARTRSUNPGSVXOL-UHFFFAOYSA-N","","","","",,false,0,"","","",0,"","",,"","","","","","","","","","","","","","","","","","","",,"","","","LSM-20590","","","","","","",,,,"","",,,,,,,,,"","","",,,"","","","","","","","","",,,,,,,,,,,,"","",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,
,"null","150","ChEBI_109224.1","2017-12-07 13:20:35","2017-12-07 13:20:35","","/home/biotech02/Downloads/organic heterobicyclic compound sdf","ChEBI_109224.sdf",1,"",,"",,,,,,,,,,,,,,,,,,,,"CHEBI:109224","2-[[[2-[(5-methoxycarbonyl-2-furanyl)methoxy]-2-oxoethyl]thio]methyl]-5-methyl-4-oxo-3H-thieno[2,3-d]pyrimidine-6-carboxylic acid ethyl ester","",2,"","","C20H20N2O8S2",480.514,480.066,0,"CCOC(=O)C1=C(C2=C(S1)N=C(NC2=O)CSCC(=O)OCC3=CC=C(O3)C(=O)OC)C","InChI=1S/C20H20N2O8S2/c1-4-28-20(26)16-10(2)15-17(24)21-13(22-18(15)32-16)8-31-9-14(23)29-7-11-5-6-12(30-11)19(25)27-3/h5-6H,4,7-9H2,1-3H3,(H,21,22,24)","ROCDSTISGVINIB-UHFFFAOYSA-N","","","","",,false,0,"","","",0,"","",,"","","","","","","","","","","","","","","","","","","",,"","","","LSM-20621","","","","","","",,,,"","",,,,,,,,,"","","",,,"","","","","","","","","",,,,,,,,,,,,"","",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,
