Stars,Title,Entry ID,Entry Name,Date Added,Date Modified,PDB ID,PDB CLASSIFICATION,PDB format version,Source Path,Source File,Source File Index,entry id backup,prepared,prepared with version,assigned bond orders,added hydrogens,treated metals,created disulfur,deleted far waters,ran protassign,Potential Energy-OPLS 2005,RMS Derivative-OPLS 2005,Max Derivative-OPLS 2005,Stretch Energy-OPLS 2005,Bend Energy-OPLS 2005,LJ-14 Energy-OPLS 2005,El-14 Energy-OPLS 2005,Van der Waals Energy-OPLS 2005,Electrostatic Energy-OPLS 2005,Dihedral Energy-OPLS 2005,target temperature,ran impref,ID,NAME,DEFINITION,STAR,SYNONYM,IUPAC_NAME,FORMULA,MASS,MONOISOTOPIC_MASS,CHARGE,SMILES,INCHI,INCHIKEY,CAS_REGISTRY_NUMBER,KEGG_COMPOUND_ACCESSION,KNAPSACK_ACCESSION,AGRICOLA_CITATION,PUBMED_CITATION,chiral flag,version,Chirality 1,Chirality 2,Chirality 3,ct enhanced stereo status,SECONDARY_ID,INN,REAXYS_REGISTRY_NUMBER,CHEMIDPLUS,DRUGBANK_ACCESSION,KEGG_DRUG_ACCESSION,PDBECHEM_ACCESSION,PUBMED_CITATION-1,Chirality 4,Chirality 5,Chirality 6,Chirality 7,Chirality 8,Chirality 9,Chirality 10,Chirality 11,Chirality 12,Chirality 13,Chirality 14,Chirality 15,Chirality 16,Chirality 17,BEILSTEIN_REGISTRY_NUMBER,HMDB_ACCESSION,NIST_CHEMISTRY_WEBBOOK,WIKIPEDIA_ACCESSION,LINCS_ACCESSION,METACYC_ACCESSION,BRAND_NAME,PESTICIDES_ACCESSION,AtomNumChirality 1,PUBMED_CENTRAL_CITATION,source file,source file index,mmshare version,flags,input,cmdline,tautomer probability,Ionization Penalty,Ionization Penalty Charging,Ionization Penalty Neutral,State Penalty,Charging Adjusted Penalty,Tot Q,Tot abs Q,EZ 1,EZ 2,Force Field,Energy,Chiralities Consistent,Variant,Job Name,Chemistry Notes,EZ 3,EZ 4,EZ 5,EZ 6,EZ 7,EZ 8,SiteScore,size,Dscore,volume,exposure,enclosure,contact,phobic,philic,balance,don/acc,residues,residues asl,grid version,gridbox xcent,gridbox ycent,gridbox zcent,gridbox xrange,gridbox yrange,gridbox zrange,gridbox ligxrange,gridbox ligyrange,gridbox ligzrange,receptor,glide gridfile,glide lignum,glide rotatable bonds,docking score,glide ligand efficiency,glide ligand efficiency sa,glide ligand efficiency ln,glide gscore,glide lipo,glide hbond,glide metal,glide rewards,glide evdw,glide ecoul,glide erotb,glide esite,glide emodel,glide energy,glide einternal,glide confnum,glide posenum,glide eff state penalty
,null,363,ChEBI_92959.1,07-12-2017 13:31,07-12-2017 13:31,,,,/home/biotech03/Desktop/Schrodinger/organic heterobicyclic compound sdf,ChEBI_92959.sdf,1,,,,,,,,,,,,,,,,,,,,,,CHEBI:92959,"2,4-dimethyl-6-phenyl-5-thieno[3,4]pyrrolo[1,3-d]pyridazinone",,2,,,C16H13N3OS,295.361,295.078,0,CC1=CC2=C(S1)C3=C(N2C)C(=O)N(N=C3)C4=CC=CC=C4,"InChI=1S/C16H13N3OS/c1-10-8-13-15(21-10)12-9-17-19(11-6-4-3-5-7-11)16(20)14(12)18(13)2/h3-9H,1-2H3",OBTZYCWWWBJYKF-UHFFFAOYSA-N,,,,,,FALSE,0,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,LSM-3216,,,,,,OS01g0165000_ligprep_1.maegz,75,39016,0,W0NIM11jKFtjSF0xKXNjKGMxMiljM2MobjJbQ0gzXSljKD1PKW4obltjSF0zKS1jNFtjSF1bY0hdW2NIXVtjSF1bY0hdNA==,J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc2LjUnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,1,0,0,0,0,0,0,0,,,OPLS_2005,60.976,TRUE,null-1,OS01g0165000_ligprep_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,null,364,ChEBI_92992.1,07-12-2017 13:31,07-12-2017 13:31,,,,/home/biotech03/Desktop/Schrodinger/organic heterobicyclic compound sdf,ChEBI_92992.sdf,1,,,,,,,,,,,,,,,,,,,,,,CHEBI:92992,"N-[2-(3,4-diethoxyphenyl)ethyl]-4-(phenylmethyl)-5-thieno[3,2-b]pyrrolecarboxamide",,2,,,C26H28N2O3S,448.579,448.182,0,CCOC1=C(C=C(C=C1)CCNC(=O)C2=CC3=C(N2CC4=CC=CC=C4)C=CS3)OCC,"InChI=1S/C26H28N2O3S/c1-3-30-23-11-10-19(16-24(23)31-4-2)12-14-27-26(29)22-17-25-21(13-15-32-25)28(22)18-20-8-6-5-7-9-20/h5-11,13,15-17H,3-4,12,14,18H2,1-2H3,(H,27,29)",CYNJOLQNKYVWTO-UHFFFAOYSA-N,,,,,,FALSE,0,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,LSM-3257,,,,,,OS01g0165000_ligprep_1.maegz,76,39016,0,W0NIM11bQ0gyXU9jMWMoT1tDSDJdW0NIM10pW2NIXWMoW2NIXVtjSF0xKVtDSDJdW0NIMl1bTkhdQyg9TyljKFtjSF0yKW4oYyhjMjMpW2NIXVtjSF1zMylbQ0gyXWM0W2NIXVtjSF1bY0hdW2NIXVtjSF00,J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc2LjUnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,1,0,0,0,0,0,0,0,,,OPLS_2005,43.108,TRUE,null-1,OS01g0165000_ligprep_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,null,365,ChEBI_93047.1,07-12-2017 13:31,07-12-2017 13:31,,,,/home/biotech03/Desktop/Schrodinger/organic heterobicyclic compound sdf,ChEBI_93047.sdf,1,,,,,,,,,,,,,,,,,,,,,,CHEBI:93047,"4-(4-phenoxy-1-piperidinyl)thieno[2,3-d]pyrimidine",,2,,,C17H17N3OS,311.403,311.109,0,C1CN(CCC1OC2=CC=CC=C2)C3=C4C=CSC4=NC=N3,"InChI=1S/C17H17N3OS/c1-2-4-13(5-3-1)21-14-6-9-20(10-7-14)16-15-8-11-22-17(15)19-12-18-16/h1-5,8,11-12,14H,6-7,9-10H2",HARSXQVGRZLKGB-UHFFFAOYSA-N,,,,,,FALSE,0,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,LSM-3329,,,,,,OS01g0165000_ligprep_1.maegz,77,39016,0,W2NIXTFbY0hdW2NIXVtjSF1bY0hdYzFPW0NIXShbQ0gyXVtDSDJdMilbQ0gyXVtDSDJdTjJjM25bY0hdbmMoYzM0KXNbY0hdW2NIXTQ=,J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc2LjUnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,1,0.0001,0,0.0001,0,0,0,0,,,OPLS_2005,31.65,TRUE,null-1,OS01g0165000_ligprep_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,null,366,ChEBI_93143.1,07-12-2017 13:31,07-12-2017 13:31,,,,/home/biotech03/Desktop/Schrodinger/organic heterobicyclic compound sdf,ChEBI_93143.sdf,1,,,,,,,,,,,,,,,,,,,,,,CHEBI:93143,"2-chloro-N-(2-ethyl-4-oxo-5,6,7,8-tetrahydro-[1]benzothiolo[2,3-d]pyrimidin-3-yl)acetamide",,2,,,C14H16ClN3O2S,325.815,325.065,0,CCC1=NC2=C(C3=C(S2)CCCC3)C(=O)N1NC(=O)CCl,"InChI=1S/C14H16ClN3O2S/c1-2-10-16-13-12(8-5-3-4-6-9(8)21-13)14(20)18(10)17-11(19)7-15/h2-7H2,1H3,(H,17,19)",CUVDDEYCMGFIJT-UHFFFAOYSA-N,,,,,,FALSE,0,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,LSM-3456,,,,,,OS01g0165000_ligprep_1.maegz,78,39016,0,Q2xbQ0gyXUMoPU8pW05IXW4oYyhuMSlbQ0gyXVtDSDNdKWMoPU8pYyhjMTIpYzNjKHMyKVtDSDJdW0NIMl1bQ0gyXVtDSDJdMw==,J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc2LjUnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,1,0.0001,0,0.0001,0,0,0,0,,,OPLS_2005,22.729,TRUE,null-1,OS01g0165000_ligprep_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,null,367,ChEBI_93226.1,07-12-2017 13:31,07-12-2017 13:31,,,,/home/biotech03/Desktop/Schrodinger/organic heterobicyclic compound sdf,ChEBI_93226.sdf,1,,,,,,,,,,,,,,,,,,,,,,CHEBI:93226,"6-[(2,4-difluorophenyl)methyl]-2,4-dimethyl-5-thieno[3,4]pyrrolo[1,3-d]pyridazinone",,2,,,C17H13F2N3OS,345.368,345.075,0,CC1=CC2=C(S1)C3=C(N2C)C(=O)N(N=C3)CC4=C(C=C(C=C4)F)F,"InChI=1S/C17H13F2N3OS/c1-9-5-14-16(24-9)12-7-20-22(17(23)15(12)21(14)2)8-10-3-4-11(18)6-13(10)19/h3-7H,8H2,1-2H3",WPYJTJIDVZJTNR-UHFFFAOYSA-N,,,,,,FALSE,0,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,LSM-3562,,,,,,OS01g0165000_ligprep_1.maegz,79,39016,0,W0NIM11jKFtjSF0xKXNjKGMxMiljM2MobjJbQ0gzXSljKD1PKW4obltjSF0zKVtDSDJdYzRjKEYpW2NIXWMoRilbY0hdW2NIXTQ=,J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc2LjUnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,1,0,0,0,0,0,0,0,,,OPLS_2005,50.709,TRUE,null-1,OS01g0165000_ligprep_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,null,368,ChEBI_93284.1,07-12-2017 13:31,07-12-2017 13:31,,,,/home/biotech03/Desktop/Schrodinger/organic heterobicyclic compound sdf,ChEBI_93284.sdf,1,,,,,,,,,,,,,,,,,,,,,,CHEBI:93284,"2-bromo-6-[(2,4-difluorophenyl)methyl]-4-methyl-5-thieno[3,4]pyrrolo[1,3-d]pyridazinone",,2,,,C16H10BrF2N3OS,410.237,408.97,0,CN1C2=C(C3=C1C(=O)N(N=C3)CC4=C(C=C(C=C4)F)F)SC(=C2)Br,"InChI=1S/C16H10BrF2N3OS/c1-21-12-5-13(17)24-15(12)10-6-20-22(16(23)14(10)21)7-8-2-3-9(18)4-11(8)19/h2-6H,7H2,1H3",VIEXGJORTCLTSL-UHFFFAOYSA-N,,,,,,FALSE,0,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,LSM-3635,,,,,,OS01g0165000_ligprep_1.maegz,80,39016,0,W2NIXTFjKEJyKXNjKGMxMiljM2MobjJbQ0gzXSljKD1PKW4obltjSF0zKVtDSDJdYzRjKEYpW2NIXWMoRilbY0hdW2NIXTQ=,J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc2LjUnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,1,0,0,0,0,0,0,0,,,OPLS_2005,51.075,TRUE,null-1,OS01g0165000_ligprep_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,null,369,ChEBI_93316.1,07-12-2017 13:31,07-12-2017 13:31,,,,/home/biotech03/Desktop/Schrodinger/organic heterobicyclic compound sdf,ChEBI_93316.sdf,1,,,,,,,,,,,,,,,,,,,,,,CHEBI:93316,"[1-(4-thieno[2,3-d]pyrimidinyl)-4-piperidinyl]-thiophen-2-ylmethanone",,2,,,C16H15N3OS2,329.443,329.066,0,C1CN(CCC1C(=O)C2=CC=CS2)C3=C4C=CSC4=NC=N3,"InChI=1S/C16H15N3OS2/c20-14(13-2-1-8-21-13)11-3-6-19(7-4-11)15-12-5-9-22-16(12)18-10-17-15/h1-2,5,8-11H,3-4,6-7H2",FDHVWDYMZSGXQN-UHFFFAOYSA-N,,,,,,FALSE,0,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,LSM-3673,,,,,,OS01g0165000_ligprep_1.maegz,81,39016,0,czFbY0hdW2NIXVtjSF1jMUMoPU8pW0NIXShbQ0gyXVtDSDJdMilbQ0gyXVtDSDJdTjJjM25bY0hdbmMoYzM0KXNbY0hdW2NIXTQ=,J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc2LjUnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,1,0.0001,0,0.0001,0,0,0,0,,,OPLS_2005,25.224,TRUE,null-1,OS01g0165000_ligprep_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,null,370,ChEBI_93430.1,07-12-2017 13:31,07-12-2017 13:31,,,,/home/biotech03/Desktop/Schrodinger/organic heterobicyclic compound sdf,ChEBI_93430.sdf,1,,,,,,,,,,,,,,,,,,,,,,CHEBI:93430,"6-[(2-fluorophenyl)methyl]-2,4-dimethyl-5-thieno[3,4]pyrrolo[1,3-d]pyridazinone",,2,,,C17H14FN3OS,327.378,327.084,0,CC1=CC2=C(S1)C3=C(N2C)C(=O)N(N=C3)CC4=CC=CC=C4F,"InChI=1S/C17H14FN3OS/c1-10-7-14-16(23-10)12-8-19-21(17(22)15(12)20(14)2)9-11-5-3-4-6-13(11)18/h3-8H,9H2,1-2H3",IEWYEWDDQWYJLU-UHFFFAOYSA-N,,,,,,FALSE,0,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,LSM-3830,,,,,,OS01g0165000_ligprep_1.maegz,82,39016,0,W0NIM11jKFtjSF0xKXNjKGMxMiljM2MobjJbQ0gzXSljKD1PKW4obltjSF0zKVtDSDJdYzRbY0hdW2NIXVtjSF1bY0hdYzRG,J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc2LjUnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,1,0,0,0,0,0,0,0,,,OPLS_2005,51.096,TRUE,null-1,OS01g0165000_ligprep_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,null,371,ChEBI_93531.1,07-12-2017 13:31,07-12-2017 13:31,,,,/home/biotech03/Desktop/Schrodinger/organic heterobicyclic compound sdf,ChEBI_93531.sdf,1,,,,,,,,,,,,,,,,,,,,,,CHEBI:93531,"3-[[2-(3,5-dimethyl-1-pyrazolyl)-5,6,7,8-tetrahydro-[1]benzothiolo[2,3-d]pyrimidin-4-yl]amino]-1-propanol",,2,,,C18H23N5OS,357.475,357.162,0,CC1=CC(=NN1C2=NC(=C3C4=C(CCCC4)SC3=N2)NCCCO)C,"InChI=1S/C18H23N5OS/c1-11-10-12(2)23(22-11)18-20-16(19-8-5-9-24)15-13-6-3-4-7-14(13)25-17(15)21-18/h10,24H,3-9H2,1-2H3,(H,19,20,21)",WEAXENWHNHWGBP-UHFFFAOYSA-N,,,,,,FALSE,0,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,LSM-3958,,,,,,OS01g0165000_ligprep_1.maegz,83,39016,0,W09IXVtDSDJdW0NIMl1bQ0gyXVtOSF1jMW5jKC1uMm5jKFtDSDNdKVtjSF1jMltDSDNdKW5jM3NjKGM0YzEzKVtDSDJdW0NIMl1bQ0gyXVtDSDJdNA==,J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc2LjUnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,1,0.0003,0,0.0003,0,0,0,0,,,OPLS_2005,14.368,TRUE,null-1,OS01g0165000_ligprep_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,null,372,ChEBI_93591.1,07-12-2017 13:31,07-12-2017 13:31,,,,/home/biotech03/Desktop/Schrodinger/organic heterobicyclic compound sdf,ChEBI_93591.sdf,1,,,,,,,,,,,,,,,,,,,,,,CHEBI:93591,"2-bromo-6-[(2-chloro-6-fluorophenyl)methyl]-4-methyl-5-thieno[3,4]pyrrolo[1,3-d]pyridazinone",,2,,,C16H10BrClFN3OS,426.692,424.94,0,CN1C2=C(C3=C1C(=O)N(N=C3)CC4=C(C=CC=C4Cl)F)SC(=C2)Br,"InChI=1S/C16H10BrClFN3OS/c1-21-12-5-13(17)24-15(12)8-6-20-22(16(23)14(8)21)7-9-10(18)3-2-4-11(9)19/h2-6H,7H2,1H3",UKHOTCUVWGHQDN-UHFFFAOYSA-N,,,,,,FALSE,0,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,LSM-4041,,,,,,OS01g0165000_ligprep_1.maegz,84,39016,0,W2NIXTFjKEJyKXNjKGMxMiljM2MobjJbQ0gzXSljKD1PKW4obltjSF0zKVtDSDJdYzRjKEYpW2NIXVtjSF1bY0hdYzRDbA==,J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc2LjUnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,1,0,0,0,0,0,0,0,,,OPLS_2005,52.503,TRUE,null-1,OS01g0165000_ligprep_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,null,373,ChEBI_93751.1,07-12-2017 13:31,07-12-2017 13:31,,,,/home/biotech03/Desktop/Schrodinger/organic heterobicyclic compound sdf,ChEBI_93751.sdf,1,,,,,,,,,,,,,,,,,,,,,,CHEBI:93751,"N-[(1S)-2-(dimethylamino)-1-phenylethyl]-6,6-dimethyl-3-[(2-methyl-4-thieno[3,2-d]pyrimidinyl)amino]-1,4-dihydropyrrolo[3,4-c]pyrazole-5-carboxamide",,2,,,C25H30N8OS,490.626,490.226,0,CC1=NC2=C(C(=N1)NC3=NNC4=C3CN(C4(C)C)C(=O)N[C@H](CN(C)C)C5=CC=CC=C5)SC=C2,"InChI=1S/C25H30N8OS/c1-15-26-18-11-12-35-20(18)23(27-15)29-22-17-13-33(25(2,3)21(17)30-31-22)24(34)28-19(14-32(4)5)16-9-7-6-8-10-16/h6-12,19H,13-14H2,1-5H3,(H,28,34)(H2,26,27,29,30,31)/t19-/m1/s1",AYCPARAPKDAOEN-LJQANCHMSA-N,,,,,,FALSE,0,22_S_21_23_27_50,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,LSM-4254,,,,,,OS01g0165000_ligprep_1.maegz,85,39016,0,W2NIXTFbY0hdc2MoYzEyKWMobmMobjIpW0NIM10pW05IXWMobltuSF0zKWMoYzM0KVtDSDJdTihDNChbQ0gzXSlbQ0gzXSlDKD1PKVtOSF1bQ0BIXShbQ0gyXU4oW0NIM10pW0NIM10pYzVbY0hdW2NIXVtjSF1bY0hdW2NIXTU=,J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc2LjUnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,0.843,0.0101,0.0033,0.0067,0.0915,0.095,1,1,,,OPLS_2005,60.298,TRUE,null-1,OS01g0165000_ligprep_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,null,374,ChEBI_93751.1,07-12-2017 13:31,07-12-2017 13:31,,,,/home/biotech03/Desktop/Schrodinger/organic heterobicyclic compound sdf,ChEBI_93751.sdf,1,,,,,,,,,,,,,,,,,,,,,,CHEBI:93751,"N-[(1S)-2-(dimethylamino)-1-phenylethyl]-6,6-dimethyl-3-[(2-methyl-4-thieno[3,2-d]pyrimidinyl)amino]-1,4-dihydropyrrolo[3,4-c]pyrazole-5-carboxamide",,2,,,C25H30N8OS,490.626,490.226,0,CC1=NC2=C(C(=N1)NC3=NNC4=C3CN(C4(C)C)C(=O)N[C@H](CN(C)C)C5=CC=CC=C5)SC=C2,"InChI=1S/C25H30N8OS/c1-15-26-18-11-12-35-20(18)23(27-15)29-22-17-13-33(25(2,3)21(17)30-31-22)24(34)28-19(14-32(4)5)16-9-7-6-8-10-16/h6-12,19H,13-14H2,1-5H3,(H,28,34)(H2,26,27,29,30,31)/t19-/m1/s1",AYCPARAPKDAOEN-LJQANCHMSA-N,,,,,,FALSE,0,22_S_21_23_27_50,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,LSM-4254,,,,,,OS01g0165000_ligprep_1.maegz,85,39016,0,W2NIXTFbY0hdc2MoYzEyKWMobmMobjIpW0NIM10pW05IXWMobltuSF0zKWMoYzM0KVtDSDJdTihDNChbQ0gzXSlbQ0gzXSlDKD1PKVtOSF1bQ0BIXShbQ0gyXU4oW0NIM10pW0NIM10pYzVbY0hdW2NIXVtjSF1bY0hdW2NIXTU=,J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc2LjUnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,0.157,0.0056,0.0031,0.0025,1.1522,1.155,1,1,,,OPLS_2005,51.927,TRUE,null-2,OS01g0165000_ligprep_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,null,375,ChEBI_93753.1,07-12-2017 13:31,07-12-2017 13:31,,,,/home/biotech03/Desktop/Schrodinger/organic heterobicyclic compound sdf,ChEBI_93753.sdf,1,,,,,,,,,,,,,,,,,,,,,,CHEBI:93753,"1-[4-[[2-(2-amino-5-pyrimidinyl)-7-methyl-4-(4-morpholinyl)-6-thieno[3,2-d]pyrimidinyl]methyl]-1-piperazinyl]-2-hydroxy-1-propanone",,2,,,C23H30N8O3S,498.603,498.216,0,CC1=C(SC2=C1N=C(N=C2N3CCOCC3)C4=CN=C(N=C4)N)CN5CCN(CC5)C(=O)C(C)O,"InChI=1S/C23H30N8O3S/c1-14-17(13-29-3-5-31(6-4-29)22(33)15(2)32)35-19-18(14)27-20(16-11-25-23(24)26-12-16)28-21(19)30-7-9-34-10-8-30/h11-12,15,32H,3-10,13H2,1-2H3,(H2,24,25,26)",YOVVNQKCSKSHKT-UHFFFAOYSA-N,,,,,,FALSE,0,33_R_35_31_34_61,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,LSM-4257,,,,,,OS01g0165000_ligprep_1.maegz,86,39016,0,W0NIM11bQ0BASF0oW09IXSlDKD1PKU4oW0NIMl1bQ0gyXTEpW0NIMl1bQ0gyXU4xW0NIMl1jKHMyKWMoW0NIM10pYyhjMjMpbmMoLWM0W2NIXW5jKFtOSDJdKW5bY0hdNCluYzNONVtDSDJdW0NIMl1PW0NIMl1bQ0gyXTU=,J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc2LjUnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,1,0.0345,0.0343,0.0002,0.0285,0.063,1,1,,,OPLS_2005,60.313,TRUE,null-1,OS01g0165000_ligprep_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,null,376,ChEBI_93753.1,07-12-2017 13:31,07-12-2017 13:31,,,,/home/biotech03/Desktop/Schrodinger/organic heterobicyclic compound sdf,ChEBI_93753.sdf,1,,,,,,,,,,,,,,,,,,,,,,CHEBI:93753,"1-[4-[[2-(2-amino-5-pyrimidinyl)-7-methyl-4-(4-morpholinyl)-6-thieno[3,2-d]pyrimidinyl]methyl]-1-piperazinyl]-2-hydroxy-1-propanone",,2,,,C23H30N8O3S,498.603,498.216,0,CC1=C(SC2=C1N=C(N=C2N3CCOCC3)C4=CN=C(N=C4)N)CN5CCN(CC5)C(=O)C(C)O,"InChI=1S/C23H30N8O3S/c1-14-17(13-29-3-5-31(6-4-29)22(33)15(2)32)35-19-18(14)27-20(16-11-25-23(24)26-12-16)28-21(19)30-7-9-34-10-8-30/h11-12,15,32H,3-10,13H2,1-2H3,(H2,24,25,26)",YOVVNQKCSKSHKT-UHFFFAOYSA-N,,,,,,FALSE,0,33_S_35_31_34_61,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,LSM-4257,,,,,,OS01g0165000_ligprep_1.maegz,86,39016,0,W0NIM11bQ0BIXShbT0hdKUMoPU8pTihbQ0gyXVtDSDJdMSlbQ0gyXVtDSDJdTjFbQ0gyXWMoczIpYyhbQ0gzXSljKGMyMyluYygtYzRbY0hdbmMoW05IMl0pbltjSF00KW5jM041W0NIMl1bQ0gyXU9bQ0gyXVtDSDJdNQ==,J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc2LjUnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,1,0.0345,0.0343,0.0002,0.0285,0.063,1,1,,,OPLS_2005,65.166,TRUE,null-2,OS01g0165000_ligprep_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
