Stars,Title,Entry ID,Entry Name,Date Added,Date Modified,PDB format version,Source Path,Source File,Source File Index,entry id backup,prepared,prepared with version,assigned bond orders,added hydrogens,treated metals,created disulfur,deleted far waters,ran protassign,Potential Energy-OPLS 2005,RMS Derivative-OPLS 2005,Max Derivative-OPLS 2005,Stretch Energy-OPLS 2005,Bend Energy-OPLS 2005,LJ-14 Energy-OPLS 2005,El-14 Energy-OPLS 2005,Van der Waals Energy-OPLS 2005,Electrostatic Energy-OPLS 2005,Dihedral Energy-OPLS 2005,target temperature,ran impref,ID,NAME,DEFINITION,STAR,SYNONYM,IUPAC_NAME,FORMULA,MASS,MONOISOTOPIC_MASS,CHARGE,SMILES,INCHI,INCHIKEY,CAS_REGISTRY_NUMBER,KEGG_COMPOUND_ACCESSION,KNAPSACK_ACCESSION,AGRICOLA_CITATION,PUBMED_CITATION,chiral flag,version,Chirality 1,Chirality 2,Chirality 3,ct enhanced stereo status,SECONDARY_ID,INN,REAXYS_REGISTRY_NUMBER,CHEMIDPLUS,DRUGBANK_ACCESSION,KEGG_DRUG_ACCESSION,PDBECHEM_ACCESSION,PUBMED_CITATION-1,Chirality 4,Chirality 5,Chirality 6,Chirality 7,Chirality 8,Chirality 9,Chirality 10,Chirality 11,Chirality 12,Chirality 13,Chirality 14,Chirality 15,Chirality 16,Chirality 17,BEILSTEIN_REGISTRY_NUMBER,HMDB_ACCESSION,NIST_CHEMISTRY_WEBBOOK,WIKIPEDIA_ACCESSION,LINCS_ACCESSION,METACYC_ACCESSION,BRAND_NAME,PESTICIDES_ACCESSION,AtomNumChirality 1,PUBMED_CENTRAL_CITATION,SiteScore,size,Dscore,volume,exposure,enclosure,contact,phobic,philic,balance,don/acc,residues,residues asl,Job Name,source file,source file index,mmshare version,flags,input,cmdline,tautomer probability,Ionization Penalty,Ionization Penalty Charging,Ionization Penalty Neutral,State Penalty,Charging Adjusted Penalty,Tot Q,Tot abs Q,EZ 1,EZ 2,Force Field,Energy,Chiralities Consistent,Variant,Chemistry Notes,EZ 3,EZ 4,EZ 5,EZ 6,EZ 7,EZ 8,grid version,gridbox xcent,gridbox ycent,gridbox zcent,gridbox xrange,gridbox yrange,gridbox zrange,gridbox ligxrange,gridbox ligyrange,gridbox ligzrange,receptor,glide gridfile,glide lignum,glide rotatable bonds,docking score,glide ligand efficiency,glide ligand efficiency sa,glide ligand efficiency ln,glide gscore,glide lipo,glide hbond,glide metal,glide rewards,glide evdw,glide ecoul,glide erotb,glide esite,glide emodel,glide energy,glide einternal,glide confnum,glide posenum,glide eff state penalty
,ChEBI_8024,250,ChEBI_8024.1,2017-12-06 09:31:00,2017-12-06 09:31:00,,/home/biotech02/Downloads/organic heterobicyclic compound sdf,ChEBI_8024.sdf,1,,,,,,,,,,,,,,,,,,,,,,CHEBI:8024,perindopril,"An alpha-amino acid ester that is the ethyl ester of N-{(2S)-1-[(2S,3aS,7aS)-2-carboxyoctahydro-1H-indol-1-yl]-1-oxopropan-2-yl}-L-norvaline",3,"(2S,3aS,7aS)-1-[(2S)-2-{[(2S)-1-ethoxy-1-oxopentan-2-yl]amino}propanoyl]octahydro-1H-indole-2-carboxylic acid","ethyl N-{(2S)-1-[(2S,3aS,7aS)-2-carboxyoctahydro-1H-indol-1-yl]-1-oxopropan-2-yl}-L-norvalinate",C19H32N2O5,368.468,368.231,0,[H][C@@]12CCCC[C@]1([H])N([C@@H](C2)C(O)=O)C(=O)[C@H](C)N[C@@H](CCC)C(=O)OCC,"InChI=1S/C19H32N2O5/c1-4-8-14(19(25)26-5-2)20-12(3)17(22)21-15-10-7-6-9-13(15)11-16(21)18(23)24/h12-16,20H,4-11H2,1-3H3,(H,23,24)/t12-,13-,14-,15-,16-/m0/s1",IPVQLZZIHOAWMC-QXKUPLGCSA-N,82834-16-0,C07706,,,,true,0,2_S_1_5_6_27,3_S_1_8_7_29,5_S_2_7_11_28,2,,perindopril; perindoprilum,4300272,82834-16-0,DB00790,D03753,,24291100; 24324048; 24357222; 24511479; 24515310; 24554346; 24590580; 24602481; 24664905,9_S_15_4_16_34,18_S_15_19_20_45,,,,,,,,,,,,,,HMDB14928,,Perindopril,LSM-4080,,,,,,,,,,,,,,,,,,,os06g0140700_ligprep_1,os06g0140700_ligprep_1.maegz,8,39016,0,W0NIMl0xW0NIMl1bQ0gyXVtDSDJdW0NASF0oW0NASF0xMilbQ0gyXVtDQEBIXShDKD1PKVtPSF0pTjJDKD1PKVtDQEhdKFtDSDNdKVtOSF1bQ0BASF0oW0NIMl1bQ0gyXVtDSDNdKUMoPU8pT1tDSDJdW0NIM10=,J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc2LjUnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,,0.2668,0.2668,0,0.2578,0.525,0,2,,,OPLS_2005,13.288,true,ChEBI_8024-1,This compound has an ester and may undergo hydrolysis at high or low pH.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ChEBI_8024,251,ChEBI_8024.1,2017-12-06 09:31:00,2017-12-06 09:31:00,,/home/biotech02/Downloads/organic heterobicyclic compound sdf,ChEBI_8024.sdf,1,,,,,,,,,,,,,,,,,,,,,,CHEBI:8024,perindopril,"An alpha-amino acid ester that is the ethyl ester of N-{(2S)-1-[(2S,3aS,7aS)-2-carboxyoctahydro-1H-indol-1-yl]-1-oxopropan-2-yl}-L-norvaline",3,"(2S,3aS,7aS)-1-[(2S)-2-{[(2S)-1-ethoxy-1-oxopentan-2-yl]amino}propanoyl]octahydro-1H-indole-2-carboxylic acid","ethyl N-{(2S)-1-[(2S,3aS,7aS)-2-carboxyoctahydro-1H-indol-1-yl]-1-oxopropan-2-yl}-L-norvalinate",C19H32N2O5,368.468,368.231,0,[H][C@@]12CCCC[C@]1([H])N([C@@H](C2)C(O)=O)C(=O)[C@H](C)N[C@@H](CCC)C(=O)OCC,"InChI=1S/C19H32N2O5/c1-4-8-14(19(25)26-5-2)20-12(3)17(22)21-15-10-7-6-9-13(15)11-16(21)18(23)24/h12-16,20H,4-11H2,1-3H3,(H,23,24)/t12-,13-,14-,15-,16-/m0/s1",IPVQLZZIHOAWMC-QXKUPLGCSA-N,82834-16-0,C07706,,,,true,0,2_S_1_5_6_27,3_S_1_8_7_29,5_S_2_7_11_28,2,,perindopril; perindoprilum,4300272,82834-16-0,DB00790,D03753,,24291100; 24324048; 24357222; 24511479; 24515310; 24554346; 24590580; 24602481; 24664905,9_S_15_4_16_34,18_S_15_19_20_45,,,,,,,,,,,,,,HMDB14928,,Perindopril,LSM-4080,,,,,,,,,,,,,,,,,,,os06g0140700_ligprep_1,os06g0140700_ligprep_1.maegz,8,39016,0,W0NIMl0xW0NIMl1bQ0gyXVtDSDJdW0NASF0oW0NASF0xMilbQ0gyXVtDQEBIXShDKD1PKVtPSF0pTjJDKD1PKVtDQEhdKFtDSDNdKVtOSF1bQ0BASF0oW0NIMl1bQ0gyXVtDSDNdKUMoPU8pT1tDSDJdW0NIM10=,J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc2LjUnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,,0.6044,0.0016,0.6028,0.6173,0.619,-1,1,,,OPLS_2005,23.072,true,ChEBI_8024-2,This compound has an ester and may undergo hydrolysis at high or low pH.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ChEBI_8109,252,ChEBI_8109.1,2017-12-06 09:31:00,2017-12-06 09:31:00,,/home/biotech02/Downloads/organic heterobicyclic compound sdf,ChEBI_8109.sdf,1,,,,,,,,,,,,,,,,,,,,,,CHEBI:8109,Phlegmarine,,2,,,C16H30N2,250.423,250.241,0,C[C@@H]1C[C@@H](C[C@@H]2CCCCN2)[C@H]2CCCN[C@@H]2C1,"InChI=1S/C16H30N2/c1-12-9-13(11-14-5-2-3-7-17-14)15-6-4-8-18-16(15)10-12/h12-18H,2-11H2,1H3/t12-,13+,14+,15-,16-/m1/s1",HLJWSLBSLJLQBA-LYYZXLFJSA-N,66834-87-5,C09892,C00001954,,,true,0,1_S_2_3_4_19,2_R_5_1_6_20,5_R_10_2_9_21,2,,,,,,,,,7_S_13_3_12_22,8_R_9_4_14_29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,os06g0140700_ligprep_1,os06g0140700_ligprep_1.maegz,9,39016,0,W05IXTFbQ0gyXVtDSDJdW0NIMl1bQ0gyXVtDQEhdMVtDSDJdW0NAQEhdMltDSDJdW0NAQEhdKFtDSDNdKVtDSDJdW0NASF0oW0NAQEhdMjMpW05IXVtDSDJdW0NIMl1bQ0gyXTM=,J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc2LjUnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,1,0,0,0,0,0,2,2,,,OPLS_2005,41.91,true,ChEBI_8109-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ChEBI_9969,253,ChEBI_9969.1,2017-12-06 09:31:00,2017-12-06 09:31:00,,/home/biotech02/Downloads/organic heterobicyclic compound sdf,ChEBI_9969.sdf,1,,,,,,,,,,,,,,,,,,,,,,CHEBI:9969,Verruculotoxin,,2,,,C15H20N2O,244.333,244.158,0,O=C1N[C@@H](Cc2ccccc2)CN2CCCC[C@@H]12,"InChI=1S/C15H20N2O/c18-15-14-8-4-5-9-17(14)11-13(16-15)10-12-6-2-1-3-7-12/h1-3,6-7,13-14H,4-5,8-11H2,(H,16,18)/t13-,14-/m0/s1",CUANCTHYEDWUMU-KBPBESRZSA-N,56092-63-8,C10624,C00002368,,,true,0,2_S_1_5_6_19,7_S_9_3_12_20,1_S_2_3_4_39,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,os06g0140700_ligprep_1,os06g0140700_ligprep_1.maegz,10,39016,0,W0NIMl0xW0NIMl1bQ0gyXVtDSDJdW0NASF0oTjEyKUMoPU8pW05IXVtDQEhdKFtDSDJdMilbQ0gyXWMzW2NIXVtjSF1bY0hdW2NIXVtjSF0z,J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc2LjUnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,,0.0735,0.0735,0,0.0646,0.138,1,1,,,OPLS_2005,35.212,true,ChEBI_9969-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ChEBI_9969,254,ChEBI_9969.1,2017-12-06 09:31:00,2017-12-06 09:31:00,,/home/biotech02/Downloads/organic heterobicyclic compound sdf,ChEBI_9969.sdf,1,,,,,,,,,,,,,,,,,,,,,,CHEBI:9969,Verruculotoxin,,2,,,C15H20N2O,244.333,244.158,0,O=C1N[C@@H](Cc2ccccc2)CN2CCCC[C@@H]12,"InChI=1S/C15H20N2O/c18-15-14-8-4-5-9-17(14)11-13(16-15)10-12-6-2-1-3-7-12/h1-3,6-7,13-14H,4-5,8-11H2,(H,16,18)/t13-,14-/m0/s1",CUANCTHYEDWUMU-KBPBESRZSA-N,56092-63-8,C10624,C00002368,,,true,0,2_S_1_5_6_19,7_S_9_3_12_20,1_R_2_3_4_39,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,os06g0140700_ligprep_1,os06g0140700_ligprep_1.maegz,10,39016,0,W0NIMl0xW0NIMl1bQ0gyXVtDSDJdW0NASF0oTjEyKUMoPU8pW05IXVtDQEhdKFtDSDJdMilbQ0gyXWMzW2NIXVtjSF1bY0hdW2NIXVtjSF0z,J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc2LjUnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,,0.0735,0.0735,0,0.0646,0.138,1,1,,,OPLS_2005,32.708,true,ChEBI_9969-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ChEBI_9969,255,ChEBI_9969.1,2017-12-06 09:31:00,2017-12-06 09:31:00,,/home/biotech02/Downloads/organic heterobicyclic compound sdf,ChEBI_9969.sdf,1,,,,,,,,,,,,,,,,,,,,,,CHEBI:9969,Verruculotoxin,,2,,,C15H20N2O,244.333,244.158,0,O=C1N[C@@H](Cc2ccccc2)CN2CCCC[C@@H]12,"InChI=1S/C15H20N2O/c18-15-14-8-4-5-9-17(14)11-13(16-15)10-12-6-2-1-3-7-12/h1-3,6-7,13-14H,4-5,8-11H2,(H,16,18)/t13-,14-/m0/s1",CUANCTHYEDWUMU-KBPBESRZSA-N,56092-63-8,C10624,C00002368,,,true,0,2_S_1_5_6_19,7_S_9_3_12_20,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,os06g0140700_ligprep_1,os06g0140700_ligprep_1.maegz,10,39016,0,W0NIMl0xW0NIMl1bQ0gyXVtDSDJdW0NASF0oTjEyKUMoPU8pW05IXVtDQEhdKFtDSDJdMilbQ0gyXWMzW2NIXVtjSF1bY0hdW2NIXVtjSF0z,J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc2LjUnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,,1.2732,0,1.2732,1.3448,1.345,0,0,,,OPLS_2005,30.183,true,ChEBI_9969-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ChEBI_17133,256,ChEBI_17133.1,2017-12-06 09:31:00,2017-12-06 09:31:00,,/home/biotech02/Downloads/organic heterobicyclic compound sdf,ChEBI_17133.sdf,1,,,,,,,,,,,,,,,,,,,,,,CHEBI:17133,deoxylimonoic acid,,3,Deoxylimonic acid,"{(3R,3aR,7aS)-3a-[(1R,6S,8aR)-1-furan-3-yl-5,8a-dimethyl-3-oxo-3,4,6,7,8,8a-hexahydro-1H-isochromen-6-yl]-2,2-dimethyl-6-oxohexahydro-4H-furo[3,2-c]pyran-3-yl}acetic acid",C26H32O8,472.527,472.21,0,[H][C@]12CC(=O)OC[C@@]1([C@@]1([H])CC[C@]3(C)C(CC(=O)O[C@@]3([H])c3ccoc3)=C1C)[C@@]([H])(CC(O)=O)C(C)(C)O2,"InChI=1S/C26H32O8/c1-14-16(5-7-25(4)17(14)9-22(30)33-23(25)15-6-8-31-12-15)26-13-32-21(29)11-19(26)34-24(2,3)18(26)10-20(27)28/h6,8,12,16,18-19,23H,5,7,9-11,13H2,1-4H3,(H,27,28)/t16-,18-,19-,23-,25+,26+/m0/s1",NLNLACOJSWLNHE-DYNITIQCSA-N,35606-75-8,C02027,,,,false,0,5_R_8_2_9_10,6_S_20_3_11_37,8_R_12_14_5_38,2,CHEBI:4415; CHEBI:14117; CHEBI:23632,,,35606-75-8,,,,,20_R_22_23_21_6,21_R_24_20_30_36,22_S_1_20_25_29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,os06g0140700_ligprep_1,os06g0140700_ligprep_1.maegz,11,39016,0,Tz1DKFtPSF0pW0NIMl1bQ0BIXTFDKFtDSDNdKShbQ0gzXSlPW0NAQEhdKFtDSDJdQyg9TylPW0NIMl0yKVtDQF0xMltDQEBIXShbQ0gyXVtDSDJdMylDKFtDSDNdKT1DKFtDQEBdMzRbQ0gzXSlbQ0gyXUMoPU8pT1tDQEhdNGM1W2NIXVtjSF1vW2NIXTU=,J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc2LjUnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,,0.0058,0.0058,0,0.0043,0.01,-1,1,5_2_3_6_Z,,OPLS_2005,62.927,true,ChEBI_17133-1,This compound has an ester and may undergo hydrolysis at high or low pH.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ChEBI_27819,257,ChEBI_27819.1,2017-12-06 09:31:00,2017-12-06 09:31:00,,/home/biotech02/Downloads/organic heterobicyclic compound sdf,ChEBI_27819.sdf,1,,,,,,,,,,,,,,,,,,,,,,CHEBI:27819,clavaldehyde,An organic heterobicyclic compound that is clavulanic acid in which the allylic alcohol group has been oxidised to the corresponding aldehyde.,3,"(3R,5R)-clavulanate-9-aldehyde; (3R,5R)-clavulanic acid-9-aldehyde","(2R,3Z,5R)-7-oxo-3-(2-oxoethylidene)-4-oxa-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",C8H7NO5,197.145,197.032,0,OC(=O)[C@@H]1N2[C@@H](CC2=O)O\C1=C/C=O,"InChI=1S/C8H7NO5/c10-2-1-4-7(8(12)13)9-5(11)3-6(9)14-4/h1-2,6-7H,3H2,(H,12,13)/b4-1-/t6-,7-/m1/s1",NABDJFSYSZIMMH-PBFISZAISA-N,,C06661,,,,true,0,2_R_1_6_5_16,3_R_7_1_8_15,,2,CHEBI:3735; CHEBI:23327,,,,,,,12426344; 17279617; 19941870,,,,,,,,,,,,,,,,,,,,CPD-9260,,,,,,,,,,,,,,,,,,os06g0140700_ligprep_1,os06g0140700_ligprep_1.maegz,12,39016,0,Tz1DMVtDSDJdW0NASF0oTjEyKU9DKD1bQ0hdL1tDSF09TylcW0NAQEhdMkMoPU8pW09IXQ==,J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc2LjUnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,1,0,0,0,0,0,-1,1,7_5_9_13_Z,,OPLS_2005,13.866,true,ChEBI_27819-1,"This compound contains an acetal/aminal-like group ( X-CH(R)-Y where X, Y are N, S, or O) that may be acid/base labile, releasing an aldehyde.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ChEBI_29147,258,ChEBI_29147.1,2017-12-06 09:31:00,2017-12-06 09:31:00,,/home/biotech02/Downloads/organic heterobicyclic compound sdf,ChEBI_29147.sdf,1,,,,,,,,,,,,,,,,,,,,,,CHEBI:29147,"3,N(4)-ethenocytosine",,3,"ethenocytosine; 3,N(4)-Ethanocytosine","imidazo[1,2-c]pyrimidin-5(6H)-one",C6H5N3O,135.123,135.043,0,O=c1[nH]ccc2nccn12,"InChI=1S/C6H5N3O/c10-6-8-2-1-5-7-3-4-9(5)6/h1-4H,(H,8,10)",GICKXGZWALFYHZ-UHFFFAOYSA-N,55662-66-3,,,,,false,0,,,,2,,,,55662-66-3,,,,,,,,,,,,,,,,,,,607434,,,,,,,,,,,,,,,,,,,,,,,os06g0140700_ligprep_1,os06g0140700_ligprep_1.maegz,13,39016,0,W2NIXTFbY0hdW25IXWMoPU8pbihjMTIpW2NIXVtjSF1uMg==,J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc2LjUnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,,0.3558,0.3558,0,0.3523,0.708,-1,1,,,OPLS_2005,13.086,true,ChEBI_29147-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ChEBI_29147,259,ChEBI_29147.1,2017-12-06 09:31:00,2017-12-06 09:31:00,,/home/biotech02/Downloads/organic heterobicyclic compound sdf,ChEBI_29147.sdf,1,,,,,,,,,,,,,,,,,,,,,,CHEBI:29147,"3,N(4)-ethenocytosine",,3,"ethenocytosine; 3,N(4)-Ethanocytosine","imidazo[1,2-c]pyrimidin-5(6H)-one",C6H5N3O,135.123,135.043,0,O=c1[nH]ccc2nccn12,"InChI=1S/C6H5N3O/c10-6-8-2-1-5-7-3-4-9(5)6/h1-4H,(H,8,10)",GICKXGZWALFYHZ-UHFFFAOYSA-N,55662-66-3,,,,,false,0,,,,2,,,,55662-66-3,,,,,,,,,,,,,,,,,,,607434,,,,,,,,,,,,,,,,,,,,,,,os06g0140700_ligprep_1,os06g0140700_ligprep_1.maegz,13,39016,0,W2NIXTFbY0hdW25IXWMoPU8pbihjMTIpW2NIXVtjSF1uMg==,J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc2LjUnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,,0.4712,0,0.4712,0.4754,0.475,0,0,,,OPLS_2005,33.599,true,ChEBI_29147-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ChEBI_34910,260,ChEBI_34910.1,2017-12-06 09:31:00,2017-12-06 09:31:00,,/home/biotech02/Downloads/organic heterobicyclic compound sdf,ChEBI_34910.sdf,1,,,,,,,,,,,,,,,,,,,,,,CHEBI:34910,pentetrazol,"An organic heterobicyclic compound that is 1H-tetrazole in which the hydrogens at positions 1 and 5 are replaced by a pentane-1,5-diyl group. A central and respiratory stimulant, it was formerly used for the treatment of cough and other respiratory tract disorders, cardiovascular disorders including hypotension, and pruritis.",3,"Pentetrazol; pentylenetetrazol; pentamethylene-1,5-tetrazole; 1,5-pentamethylenetetrazole; alpha,beta-cyclopentamethylenetetrazole; 6,7,8,9-tetrahydro-5-azepotetrazole; 6,7,8,9-tetrahydro-5H-tetrazolo[1,5-a]azepine; 7,8,9,10-tetrazabicyclo[5.3.0]-8,10-decadiene","6,7,8,9-tetrahydro-5H-tetrazolo[1,5-a]azepine",C6H10N4,138.17,138.091,0,C1CCc2nnnn2CC1,InChI=1S/C6H10N4/c1-2-4-6-7-8-9-10(6)5-3-1/h1-5H2,CWRVKFFCRWGWCS-UHFFFAOYSA-N,54-95-5,C13692,,,,false,0,,,,2,,pentetrazol; pentetrazol; pentetrazolum; pentetrazol,135492,54-95-5,,D07409,,19797046; 21689733; 22049436; 23852314; 23893477; 24397543,,,,,,,,,,,,,,,,,54-95-5,Pentylenetetrazol,LSM-3287,,Coryvet; Korazol; Cardiazole; Cenazol; Cardifortan; Cardosal; Deumacard; Corvasol; Phrenazol; Cenalene-M; Corazol; Cardiazol; Cardosan; Gewazol; Kardiazol; Coranormol; Diovascole; Cardiotonicum; Metrazol; Ventrazol; Coratoline; Corazole,,,,,,,,,,,,,,,,,os06g0140700_ligprep_1,os06g0140700_ligprep_1.maegz,14,39016,0,bjFubmMobjEyKVtDSDJdW0NIMl1bQ0gyXVtDSDJdW0NIMl0y,J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc2LjUnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,1,0,0,0,0,0,0,0,,,OPLS_2005,10.237,true,ChEBI_34910-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ChEBI_35601,261,ChEBI_35601.1,2017-12-06 09:31:00,2017-12-06 09:31:00,,/home/biotech02/Downloads/organic heterobicyclic compound sdf,ChEBI_35601.sdf,1,,,,,,,,,,,,,,,,,,,,,,CHEBI:35601,2H-chromene,A simplest member of the class of chromene in which the heterocyclic pyran ring has a double bond between positions 3 and 4.,3,"1,2-benzopyran; 2H-1-benzopyran; Delta-3-chromene; 3-chromene",2H-chromene,C9H8O,132.159,132.058,0,C1Oc2ccccc2C=C1,"InChI=1S/C9H8O/c1-2-6-9-8(4-1)5-3-7-10-9/h1-6H,7H2",KYNSBQPICQTCGU-UHFFFAOYSA-N,254-04-6,,,,,false,0,,,,2,,,,254-04-6,,,,,,,,,,,,,,,,,,,109871,,254-04-6,,,,,,,,,,,,,,,,,,,,,os06g0140700_ligprep_1,os06g0140700_ligprep_1.maegz,15,39016,0,TzFbQ0gyXVtDSF09W0NIXWMoYzEyKVtjSF1bY0hdW2NIXVtjSF0y,J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc2LjUnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,1,0,0,0,0,0,0,0,6_7_8_10_Z,,OPLS_2005,11.66,true,ChEBI_35601-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ChEBI_35603,262,ChEBI_35603.1,2017-12-06 09:31:00,2017-12-06 09:31:00,,/home/biotech02/Downloads/organic heterobicyclic compound sdf,ChEBI_35603.sdf,1,,,,,,,,,,,,,,,,,,,,,,CHEBI:35603,4H-chromene,A simplest member of the class of chromene in which the heterocyclic pyran ring has a double bond between positions 2 and 3.,3,4H-1-benzopyran,4H-chromene,C9H8O,132.159,132.058,0,C1C=COc2ccccc12,"InChI=1S/C9H8O/c1-2-6-9-8(4-1)5-3-7-10-9/h1-4,6-7H,5H2",JCIDEANDDNSHQC-UHFFFAOYSA-N,254-03-5,,,,,false,0,,,,2,,,,,,,,,,,,,,,,,,,,,,,111589,,254-03-5,,,,,,,,,,,,,,,,,,,,,os06g0140700_ligprep_1,os06g0140700_ligprep_1.maegz,16,39016,0,TzFbQ0hdPVtDSF1bQ0gyXWMoYzEyKVtjSF1bY0hdW2NIXVtjSF0y,J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc2LjUnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,1,0,0,0,0,0,0,0,10_1_2_3_Z,,OPLS_2005,12.931,true,ChEBI_35603-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
